"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"gene_synonyms"	"product_synonyms"	"RegulonDB_TF"	"Zika_gene_id"	"Zika_symbol"	"Zika_bnumber"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"test_start"	"test_stop"	"test_strand"
"b0037"	"caiC"	"36271"	"37824"	"-"	"0"	"ECK120001511"	"caiC"	"b0037"	"36271"	"37824"	"-"	NA	"ECK120005987"	"carnitine&mdash;CoA ligase"	NA	"b0037,ECK0038,EG11558,yaaM,caiC,ECK120001511"	"CaiC,YaaM,ECK120005987"	"0"	"337"	"caiC"	"b0037"	NA	"carnitine-CoA ligase"	"36271"	"37824"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0036"	"caiD"	"35377"	"36162"	"-"	"0"	"ECK120001510"	"caiD"	"b0036"	"35377"	"36162"	"-"	NA	"ECK120005986"	"crotonobetainyl-CoA hydratase"	NA	"b0036,ECK0037,EG11557,yaaL,caiD,ECK120001510"	"CaiD,YaaL,ECK120005986"	"0"	"336"	"caiD"	"b0036"	NA	"crotonobetainyl-CoA hydratase"	"35377"	"36162"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0035"	"caiE"	"34781"	"35371"	"-"	"0"	"ECK120002330"	"caiE"	"b0035"	"34781"	"35371"	"-"	NA	"ECK120006805"	"putative transferase CaiE"	NA	"b0035,ECK0036,EG12608,caiE,ECK120002330"	"CaiE,ECK120006805"	"0"	"335"	"caiE"	"b0035"	NA	"putative transferase CaiE"	"34781"	"35371"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0034"	"caiF"	"34300"	"34695"	"+"	"2"	"ECK120002708"	"caiF"	"b0034"	"34300"	"34695"	"+"	NA	"ECK120007182"	"DNA-binding transcriptional activator CaiF"	NA	"b0034,ECK0035,G6088,caiF,ECK120002708"	"CaiF,ECK120007182"	"1"	"27"	"caiF"	"b0034"	"non-essential"	"DNA-binding transcriptional activator CaiF"	"34300"	"34695"	"+"	"CDS"	"1"	"1"	"1"	"1"
"b0040"	"caiT"	"40417"	"41931"	"-"	"0"	"ECK120001514"	"caiT"	"b0040"	"40417"	"41931"	"-"	NA	"ECK120005990"	"L-carnitine:&gamma;-butyrobetaine antiporter"	NA	"b0040,ECK0041,EG11561,yaaP,caiT,ECK120001514"	"CaiT,YaaP,ECK120005990"	"0"	"340"	"caiT"	"b0040"	NA	"L-carnitine:gamma-butyrobetaine antiporter"	"40417"	"41931"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0126"	"can"	"142008"	"142670"	"-"	"0"	"ECK120002195"	"can"	"b0126"	"142008"	"142670"	"-"	NA	"ECK120006670"	"carbonic anhydrase 2"	NA	"b0126,ECK0125,EG12319,yadF,can,ECK120002195"	"Can,YadF,ECK120006670"	"0"	"417"	"can"	"b0126"	NA	"carbonic anhydrase 2"	"142008"	"142670"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0032"	"carA"	"29651"	"30799"	"+"	"0"	"ECK120000130"	"carA"	"b0032"	"29651"	"30799"	"+"	NA	"ECK120004606"	"carbamoyl phosphate synthetase subunit &alpha;"	NA	"arg,b0032,cap,ECK0033,EG10134,pyrA,carA,ECK120000130"	"&alpha; chain,Arg,Cap,CarA,carbamoyl phosphate synthetase, &alpha; chain,PyrA,small chain,ECK120004606"	"0"	"333"	"carA"	"b0032"	NA	"carbamoyl phosphate synthetase subunit alpha"	"29651"	"30799"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0033"	"carB"	"30817"	"34038"	"+"	"0"	"ECK120000131"	"carB"	"b0033"	"30817"	"34038"	"+"	NA	"ECK120004607"	"carbamoyl phosphate synthetase subunit &beta;"	NA	"b0033,cap,ECK0034,EG10135,pyrA,carB,ECK120000131"	"&beta; chain,Cap,CarB,carbamoyl phosphate synthetase, &beta; chain,large chain,PyrA,ECK120004607"	"0"	"334"	"carB"	"b0033"	NA	"carbamoyl phosphate synthetase subunit beta"	"30817"	"34038"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2755"	"cas1"	"2878855"	"2879772"	"-"	"0"	"ECK120003990"	"cas1"	"b2755"	"2878855"	"2879772"	"-"	NA	"ECK120008437"	"multifunctional nuclease Cas1"	NA	"b2755,ECK2750,G7425,ygbT,cas1,ECK120003990"	"Cas1,YgbT,ECK120008437"	"0"	"2673"	"ygbT"	"b2755"	NA	"multifunctional nuclease Cas1"	"2878855"	"2879772"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2754"	"cas2"	"2878569"	"2878853"	"-"	"0"	"ECK120002398"	"cas2"	"b2754"	"2878569"	"2878853"	"-"	NA	"ECK120006873"	"CRISPR-associated endoribonuclease Cas2"	NA	"b2754,ECK2749,EG12845,ygbF,cas2,ECK120002398"	"Cas2,YgbF,ECK120006873"	"0"	"2672"	"ygbF"	"b2754"	NA	"CRISPR-associated endoribonuclease Cas2"	"2878569"	"2878853"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2761"	"cas3"	"2884553"	"2887219"	"-"	"0"	"ECK120002345"	"cas3"	"b2761"	"2884553"	"2887219"	"-"	NA	"ECK120006820"	"CRISPR-associated endonuclease/helicase Cas3"	NA	"b2761,ECK2756,EG12634,ygcB,cas3,ECK120002345"	"Cas3,YgcB,ECK120006820"	"0"	"2679"	"ygcB"	"b2761"	NA	"CRISPR-associated endonuclease/helicase Cas3"	"2884553"	"2887219"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2760"	"casA"	"2882630"	"2884138"	"-"	"0"	"ECK120003995"	"casA"	"b2760"	"2882630"	"2884138"	"-"	NA	"ECK120008442"	"type I-E CRISPR system Cascade subunit CasA"	NA	"b2760,cse1,ECK2755,G7430,ygcL,casA,ECK120003995"	"CasA,Cascade subunit A,Cse1,YgcL,ECK120008442"	"0"	"2678"	"casA"	"b2760"	NA	"type I-E CRISPR system Cascade subunit CasA"	"2882630"	"2884138"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2759"	"casB"	"2882155"	"2882637"	"-"	"0"	"ECK120003994"	"casB"	"b2759"	"2882155"	"2882637"	"-"	NA	"ECK120008441"	"type I-E CRISPR system Cascade subunit CasB"	NA	"b2759,cse2,ECK2754,G7429,ygcK,casB,ECK120003994"	"CasB,Cascade subunit B,Cse2,YgcK,ECK120008441"	"0"	"2677"	"casB"	"b2759"	NA	"type I-E CRISPR system Cascade subunit CasB"	"2882155"	"2882637"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2758"	"casC"	"2881051"	"2882142"	"-"	"0"	"ECK120003993"	"casC"	"b2758"	"2881051"	"2882142"	"-"	NA	"ECK120008440"	"type I-E CRISPR system Cascade subunit CasC"	NA	"b2758,cas7,cse4,ECK2753,G7428,ygcJ,casC,ECK120003993"	"Cas7,CasC,Cascade subunit C,YgcJ,ECK120008440"	"0"	"2676"	"casC"	"b2758"	NA	"type I-E CRISPR system Cascade subunit CasC"	"2881051"	"2882142"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2757"	"casD"	"2880374"	"2881048"	"-"	"0"	"ECK120003992"	"casD"	"b2757"	"2880374"	"2881048"	"-"	NA	"ECK120008439"	"type I-E CRISPR system Cascade subunit CasD"	NA	"b2757,cas5e,ECK2752,G7427,ygcI,casD,ECK120003992"	"Cas5e,Cascade subunit D,CasD,YgcI,ECK120008439"	"0"	"2675"	"casD"	"b2757"	NA	"type I-E CRISPR system Cascade subunit CasD"	"2880374"	"2881048"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2756"	"casE"	"2879788"	"2880387"	"-"	"0"	"ECK120003991"	"casE"	"b2756"	"2879788"	"2880387"	"-"	NA	"ECK120008438"	"pre-CRISPR RNA endonuclease"	NA	"b2756,cas6e,cse3,ECK2751,G7426,ygcH,casE,ECK120003991"	"Cas6e,CasE,crRNA endonuclease,YgcH,ECK120008438"	"0"	"2674"	"casE"	"b2756"	NA	"pre-CRISPR RNA endonuclease"	"2879788"	"2880387"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2004"	"cbeA"	"2077112"	"2077480"	"+"	"0"	"ECK120003670"	"cbeA"	"b2004"	"2077112"	"2077480"	"+"	NA	"ECK120008122"	"CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA"	NA	"b2004,ECK1997,G7084,yeeU,cbeA,ECK120003670"	"CbeA,CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system,YeeU,ECK120008122"	"0"	"2022"	"cbeA"	"b2004"	NA	"CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA"	"2077112"	"2077480"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1987"	"cbl"	"2059964"	"2060914"	"-"	"2"	"ECK120003657"	"cbl"	"b1987"	"2059964"	"2060914"	"-"	NA	"ECK120008110"	"DNA-binding transcriptional activator Cbl"	NA	"b1987,ECK1982,G7071,cbl,ECK120003657"	"Cbl,ECK120008110"	"1"	"28"	"cbl"	"b1987"	"non-essential"	"DNA-binding transcriptional activator Cbl"	"2059964"	"2060914"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b1000"	"cbpA"	"1062855"	"1063775"	"-"	"1"	"ECK120002082"	"cbpA"	"b1000"	"1062855"	"1063775"	"-"	NA	"ECK120006558"	"curved DNA-binding protein"	NA	"b1000,ECK0991,EG12193,cbpA,ECK120002082"	"CbpA,co-chaperone CbpA,ECK120006558"	"0"	"1158"	"cbpA"	"b1000"	NA	"curved DNA-binding protein"	"1062855"	"1063775"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b0999"	"cbpM"	"1062550"	"1062855"	"-"	"0"	"ECK120002083"	"cbpM"	"b0999"	"1062550"	"1062855"	"-"	NA	"ECK120006559"	"chaperone modulator CbpM"	NA	"b0999,ECK0990,EG12194,yccD,cbpM,ECK120002083"	"CbpM,YccD,ECK120006559"	"0"	"1157"	"cbpM"	"b0999"	NA	"chaperone modulator CbpM"	"1062550"	"1062855"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3690"	"cbrA"	"3869377"	"3870441"	"+"	"0"	"ECK120001657"	"cbrA"	"b3690"	"3869377"	"3870441"	"+"	NA	"ECK120006133"	"colicin M resistance protein"	NA	"b3690,ECK3682,EG11714,yidS,cbrA,ECK120001657"	"CbrA,YidS,ECK120006133"	"0"	"3481"	"cbrA"	"b3690"	NA	"colicin M resistance protein"	"3869377"	"3870441"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3716"	"cbrB"	"3897506"	"3897973"	"+"	"0"	"ECK120001665"	"cbrB"	"b3716"	"3897506"	"3897973"	"+"	NA	"ECK120006141"	"putative inner membrane protein"	NA	"b3716,ECK3709,EG11726,yieI,cbrB,ECK120001665"	"CbrB,YieI,ECK120006141"	"0"	"3505"	"cbrB"	"b3716"	NA	"putative inner membrane protein"	"3897506"	"3897973"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3717"	"cbrC"	"3898022"	"3898609"	"+"	"0"	"ECK120001666"	"cbrC"	"b3717"	"3898022"	"3898609"	"+"	NA	"ECK120006142"	"UPF0167 family colicin E2 tolerance protein CbrC"	NA	"b3717,ECK3710,EG11727,yieJ,cbrC,ECK120001666"	"CbrC,YieJ,ECK120006142"	"0"	"3506"	"cbrC"	"b3717"	NA	"UPF0167 family colicin E2 tolerance protein CbrC"	"3898022"	"3898609"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2005"	"cbtA"	"2077569"	"2077943"	"+"	"0"	"ECK120003671"	"cbtA"	"b2005"	"2077569"	"2077943"	"+"	NA	"ECK120008123"	"CP4-44 prophage; cytoskeleton-binding toxin CbtA"	NA	"b2005,ECK1998,G7085,yeeV,cbtA,ECK120003671"	"CbtA,CP4-44 prophage; toxin of the CbtA-CbeA toxin-antitoxin system,YeeV,ECK120008123"	"0"	"2023"	"cbtA"	"b2005"	NA	"CP4-44 prophage; cytoskeleton-binding toxin CbtA"	"2077569"	"2077943"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3056"	"cca"	"3201891"	"3203129"	"+"	"0"	"ECK120000132"	"cca"	"b3056"	"3201891"	"3203129"	"+"	NA	"ECK120004608"	"fused CCA tRNA nucleotidyltransferase/phosphohydrolase"	NA	"b3056,ECK3046,EG10136,cca,ECK120000132"	"Cca,CCA-adding enzyme,fused CCA tRNA nucleotidyltransferase / 2',3'-cyclic phosphodiesterase / 2' nucleotidase and phosphatase,ECK120004608"	"0"	"2924"	"cca"	"b3056"	NA	"fused tRNA nucleotidyltransferase/2,3-cyclic phosphodiesterase/2 nucleotidase and phosphatase"	"3201891"	"3203129"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2201"	"ccmA"	"2297021"	"2297644"	"-"	"0"	"ECK120001971"	"ccmA"	"b2201"	"2297021"	"2297644"	"-"	NA	"ECK120006447"	"heme trafficking system ATP-binding protein"	NA	"b2201,ECK2193,EG12059,yejW,ccmA,ECK120001971"	"CcmA,YejW,ECK120006447"	"0"	"2192"	"ccmA"	"b2201"	NA	"heme trafficking system ATP-binding protein"	"2297021"	"2297644"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2200"	"ccmB"	"2296362"	"2297024"	"-"	"0"	"ECK120001970"	"ccmB"	"b2200"	"2296362"	"2297024"	"-"	NA	"ECK120006446"	"heme trafficking system membrane protein CcmB"	NA	"b2200,ECK2192,EG12058,yejV,ccmB,ECK120001970"	"CcmB,YejV,ECK120006446"	"0"	"2191"	"ccmB"	"b2200"	NA	"heme trafficking system membrane protein CcmB"	"2296362"	"2297024"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2199"	"ccmC"	"2295583"	"2296320"	"-"	"0"	"ECK120001969"	"ccmC"	"b2199"	"2295583"	"2296320"	"-"	NA	"ECK120006445"	"heme trafficking system membrane protein CcmC"	NA	"b2199,ECK2191,EG12057,yejT,yejU,ccmC,ECK120001969"	"CcmC,YejT,YejU,ECK120006445"	"0"	"2190"	"ccmC"	"b2199"	NA	"heme trafficking system membrane protein CcmC"	"2295583"	"2296320"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2198"	"ccmD"	"2295377"	"2295586"	"-"	"0"	"ECK120002065"	"ccmD"	"b2198"	"2295377"	"2295586"	"-"	NA	"ECK120006541"	"heme trafficking system membrane protein CcmD"	NA	"b2198,ECK2190,EG12169,yojM,ccmD,ECK120002065"	"CcmD,YojM,ECK120006541"	"0"	"2189"	"ccmD"	"b2198"	NA	"heme trafficking system membrane protein CcmD"	"2295377"	"2295586"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2197"	"ccmE"	"2294901"	"2295380"	"-"	"0"	"ECK120001968"	"ccmE"	"b2197"	"2294901"	"2295380"	"-"	NA	"ECK120006444"	"periplasmic heme chaperone"	NA	"b2197,ECK2189,EG12055,yejS,ccmE,ECK120001968"	"CcmE,YejS,ECK120006444"	"0"	"2188"	"ccmE"	"b2197"	NA	"periplasmic heme chaperone"	"2294901"	"2295380"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2196"	"ccmF"	"2292961"	"2294904"	"-"	"0"	"ECK120001967"	"ccmF"	"b2196"	"2292961"	"2294904"	"-"	NA	"ECK120006443"	"holocytochrome <I>c</I> synthetase membrane subunit CcmF"	NA	"b2196,ECK2188,EG12054,yejR,ccmF,ECK120001967"	"CcmF,YejR,ECK120006443"	"0"	"2187"	"ccmF"	"b2196"	NA	"holocytochrome c synthetase membrane subunit CcmF"	"2292961"	"2294904"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2195"	"ccmG"	"2292407"	"2292964"	"-"	"0"	"ECK120001966"	"ccmG"	"b2195"	"2292407"	"2292964"	"-"	NA	"ECK120006442"	"holocytochrome <I>c</I> synthetase - thiol:disulfide oxidoreductase CcmG"	NA	"b2195,dsbE,ECK2187,EG12053,yejQ,ccmG,ECK120001966"	"CcmG,DsbE,thioredoxin-like protein, cytochrome c biogenesis,YejQ,ECK120006442"	"0"	"2186"	"dsbE"	"b2195"	NA	"holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmG"	"2292407"	"2292964"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2194"	"ccmH"	"2291358"	"2292410"	"-"	"0"	"ECK120001965"	"ccmH"	"b2194"	"2291358"	"2292410"	"-"	NA	"ECK120006441"	"holocytochrome <I>c</I> synthetase - thiol:disulfide oxidoreductase CcmH"	NA	"b2194,ECK2186,EG12052,yejP,ccmH,ECK120001965"	"CcmH,cytochrome <I>c</I> biogenesis protein CcmH,YejP,ECK120006441"	"0"	"2185"	"ccmH"	"b2194"	NA	"holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmH"	"2291358"	"2292410"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3518"	"ccp"	"3667791"	"3669188"	"-"	"0"	"ECK120002127"	"ccp"	"b3518"	"3667791"	"3669188"	"-"	NA	"ECK120006603"	"cytochrome <I>c</i> peroxidase"	NA	"b3518,ECK3503,EG12244,yhjA,ccp,ECK120002127"	"Ccp,tri-heme CCP,YhjA,ECK120006603"	"0"	"3325"	"yhjA"	"b3518"	NA	"cytochrome c peroxidase"	"3667791"	"3669188"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0162"	"cdaR"	"182463"	"183620"	"+"	"2"	"ECK120002210"	"cdaR"	"b0162"	"182463"	"183620"	"+"	NA	"ECK120006685"	"DNA-binding transcriptional activator CdaR"	NA	"b0162,ECK0161,EG12335,sdaR,yaeG,cdaR,ECK120002210"	"CdaR,SdaR,YaeG,ECK120006685"	"1"	"29"	"cdaR"	"b0162"	"non-essential"	"DNA-binding transcriptional activator CdaR"	"182463"	"183620"	"+"	"CDS"	"1"	"1"	"1"	"1"
"b2143"	"cdd"	"2231844"	"2232728"	"+"	"0"	"ECK120000133"	"cdd"	"b2143"	"2231844"	"2232728"	"+"	NA	"ECK120004609"	"cytidine/deoxycytidine deaminase"	NA	"b2143,ECK2136,EG10137,cdd,ECK120000133"	"Cdd,ECK120004609"	"0"	"2143"	"cdd"	"b2143"	NA	"cytidine/deoxycytidine deaminase"	"2231844"	"2232728"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1785"	"cdgI"	"1870385"	"1871860"	"+"	"0"	"ECK120003558"	"cdgI"	"b1785"	"1870385"	"1871860"	"+"	NA	"ECK120008014"	"putative c-di-GMP binding protein CdgI"	NA	"b1785,ECK1783,G6971,yeaI,cdgI,ECK120003558"	"CdgI,YeaI,ECK120008014"	"0"	"1838"	"yeaI"	"b1785"	NA	"putative c-di-GMP binding protein CdgI"	"1870385"	"1871860"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3918"	"cdh"	"4109930"	"4110685"	"+"	"0"	"ECK120000134"	"cdh"	"b3918"	"4109930"	"4110685"	"+"	NA	"ECK120004610"	"CDP-diacylglycerol diphosphatase"	NA	"b3918,ECK3910,EG10138,cdh,ECK120000134"	"Cdh,ECK120004610"	"0"	"3669"	"cdh"	"b3918"	NA	"CDP-diacylglycerol diphosphatase"	"4109930"	"4110685"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0175"	"cdsA"	"195677"	"196534"	"+"	"0"	"ECK120000135"	"cdsA"	"b0175"	"195677"	"196534"	"+"	NA	"ECK120004611"	"CDP-diglyceride synthetase"	NA	"b0175,cds,ECK0174,EG10139,cdsA,ECK120000135"	"Cds,CdsA,ECK120004611"	"0"	"463"	"cdsA"	"b0175"	NA	"CDP-diglyceride synthetase"	"195677"	"196534"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0796"	"cecR"	"829972"	"830643"	"-"	"2"	"ECK120002268"	"cecR"	"b0796"	"829972"	"830643"	"-"	NA	"ECK120006743"	"DNA-binding transcriptional dual regulator CecR"	NA	"b0796,ECK0785,EG12406,ybiH,cecR,ECK120002268"	"CecR,YbiH,ECK120006743"	"1"	"229"	"ybiH"	"b0796"	"non-essential"	"DNA-binding transcriptional dual regulator CecR"	"829972"	"830643"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b1731"	"cedA"	"1813421"	"1813663"	"-"	"0"	"ECK120003524"	"cedA"	"b1731"	"1813421"	"1813663"	"-"	NA	"ECK120007980"	"cell division modulator"	NA	"b1731,ECK1729,G6936,ydjP,cedA,ECK120003524"	"CedA,YdjP,ECK120007980"	"0"	"1788"	"cedA"	"b1731"	NA	"cell division modulator"	"1813421"	"1813663"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1661"	"cfa"	"1741413"	"1742561"	"+"	"0"	"ECK120001485"	"cfa"	"b1661"	"1741413"	"1742561"	"+"	NA	"ECK120005961"	"cyclopropane fatty acyl phospholipid synthase"	NA	"b1661,cdfA,ECK1657,EG11531,cfa,ECK120001485"	"CdfA,Cfa,ECK120005961"	"0"	"1724"	"cfa"	"b1661"	NA	"cyclopropane fatty acyl phospholipid synthase"	"1741413"	"1742561"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1216"	"chaA"	"1270749"	"1271849"	"-"	"0"	"ECK120001691"	"chaA"	"b1216"	"1270749"	"1271849"	"-"	NA	"ECK120006167"	"Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA"	NA	"b1216,ECK1210,EG11753,chaA,ECK120001691"	"ChaA,ECK120006167"	"0"	"1354"	"chaA"	"b1216"	NA	"Na(+)/K(+):H(+) antiporter ChaA"	"1270749"	"1271849"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1217"	"chaB"	"1272119"	"1272349"	"+"	"0"	"ECK120002264"	"chaB"	"b1217"	"1272119"	"1272349"	"+"	NA	"ECK120006739"	"putative cation transport regulator ChaB"	NA	"b1217,ECK1211,EG12402,chaB,ECK120002264"	"ChaB,ECK120006739"	"0"	"1355"	"chaB"	"b1217"	NA	"putative cation transport regulator ChaB"	"1272119"	"1272349"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1218"	"chaC"	"1272507"	"1273202"	"+"	"0"	"ECK120002265"	"chaC"	"b1218"	"1272507"	"1273202"	"+"	NA	"ECK120006740"	"glutathione-specific &gamma;-glutamylcyclotransferase"	NA	"b1218,ECK1212,EG12403,chaC,ECK120002265"	"ChaC,ECK120006740"	"0"	"1356"	"chaC"	"b1218"	NA	"glutathione-specific gamma-glutamylcyclotransferase"	"1272507"	"1273202"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1736"	"chbA"	"1819455"	"1819805"	"-"	"0"	"ECK120000138"	"chbA"	"b1736"	"1819455"	"1819805"	"-"	NA	"ECK120004614"	"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIA component"	NA	"b1736,celC,ECK1734,EG10142,chbA,ECK120000138"	"CelC,ChbA,EIIA<sup>chb</sup>,EIII<sup>chb</sup>,Enzyme IIA<sup>chb</sup>,Enzyme III<sup>chb</sup>,ECK120004614"	"0"	"1792"	"chbA"	"b1736"	NA	"N,N-diacetylchitobiose-specific PTS enzyme IIA component"	"1819455"	"1819805"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1738"	"chbB"	"1821299"	"1821619"	"-"	"0"	"ECK120000136"	"chbB"	"b1738"	"1821299"	"1821619"	"-"	NA	"ECK120004612"	"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme IIB component"	NA	"b1738,celA,ECK1736,EG10140,chbB,ECK120000136"	"CelA,ChbB,EII<sup>chb</sup>,EIIB<sup>cel</sup>,Enzyme IIB<sup>cel</sup>,Enzyme IIB<sup>chb</sup>,ECK120004612"	"0"	"1794"	"chbB"	"b1738"	NA	"N,N-diacetylchitobiose-specific PTS enzyme IIB component"	"1821299"	"1821619"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1737"	"chbC"	"1819856"	"1821214"	"-"	"0"	"ECK120000137"	"chbC"	"b1737"	"1819856"	"1821214"	"-"	NA	"ECK120004613"	"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component"	NA	"b1737,celB,ECK1735,EG10141,hic,chbC,ECK120000137"	"CelB,ChbC,EIIC<sup>cel</sup>,EIIC<sup>chb</sup>,Enzyme IIC<sup>cel</sup>,Enzyme IIC<sup>chb</sup>,Hic,ECK120004613"	"0"	"1793"	"chbC"	"b1737"	NA	"N,N-diacetylchitobiose-specific PTS enzyme IIC component"	"1819856"	"1821214"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1734"	"chbF"	"1817148"	"1818500"	"-"	"0"	"ECK120000140"	"chbF"	"b1734"	"1817148"	"1818500"	"-"	NA	"ECK120004616"	"monoacetylchitobiose-6-phosphate hydrolase"	NA	"b1734,celF,ECK1732,EG10144,ydjD,chbF,ECK120000140"	"CelF,ChbF,YdjD,ECK120004616"	"0"	"1791"	"chbF"	"b1734"	NA	"monoacetylchitobiose-6-phosphate hydrolase"	"1817148"	"1818500"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1733"	"chbG"	"1816386"	"1817135"	"-"	"0"	"ECK120002087"	"chbG"	"b1733"	"1816386"	"1817135"	"-"	NA	"ECK120006563"	"chitin disaccharide deacetylase"	NA	"b1733,celG,ECK1731,EG12198,ydjC,chbG,ECK120002087"	"CelG,ChbG,chitooligosaccharide deacetylase,YdjC,ECK120006563"	"0"	"1790"	"chbG"	"b1733"	NA	"chitin disaccharide deacetylase"	"1816386"	"1817135"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1735"	"chbR"	"1818605"	"1819447"	"-"	"2"	"ECK120000139"	"chbR"	"b1735"	"1818605"	"1819447"	"-"	NA	"ECK120004615"	"DNA-binding transcriptional dual regulator ChbR"	NA	"b1735,celD,ECK1733,EG10143,chbR,ECK120000139"	"CelD,ChbR,ECK120004615"	"1"	"30"	"chbR"	"b1735"	"non-essential"	"DNA-binding transcriptional dual regulator ChbR"	"1818605"	"1819447"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b1888"	"cheA"	"1973360"	"1975324"	"-"	"0"	"ECK120000142"	"cheA"	"b1888"	"1973360"	"1975324"	"-"	NA	"ECK120015145,ECK125256975"	"chemotaxis protein CheA,chemotaxis protein CheA(S)"	NA	"b1888,ECK1889,EG10146,cheA,ECK120000142"	"CheA,CheA(S),CheAS,ECK120015145,ECK125256975"	"0"	"1940"	"cheA"	"b1888"	NA	"chemotaxis protein CheA"	"1973360"	"1975324"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1883"	"cheB"	"1967452"	"1968501"	"-"	"0"	"ECK120000143"	"cheB"	"b1883"	"1967452"	"1968501"	"-"	NA	"ECK120004619"	"protein-glutamate methylesterase/protein glutamine deamidase"	NA	"b1883,ECK1884,EG10147,cheB,ECK120000143"	"CheB,chemotaxis protein CheB,ECK120004619"	"0"	"1935"	"cheB"	"b1883"	NA	"protein-glutamate methylesterase/protein glutamine deamidase"	"1967452"	"1968501"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1884"	"cheR"	"1968504"	"1969364"	"-"	"0"	"ECK120000144"	"cheR"	"b1884"	"1968504"	"1969364"	"-"	NA	"ECK120004620"	"chemotaxis protein methyltransferase"	NA	"b1884,cheX,ECK1885,EG10148,cheR,ECK120000144"	"CheR,CheX,MCP O-methyltransferase,methyl-accepting chemotaxis protein O-methyltransferase,S-adenosyl-L-methionine:protein-L-glutamate O-methyltransferase,ECK120004620"	"0"	"1936"	"cheR"	"b1884"	NA	"chemotaxis protein methyltransferase"	"1968504"	"1969364"	"-"	"CDS"	NA	"1"	"1"	"1"
