"Reference_name"	"Reference_bnumber"	"Reference_symbol"	"RegulonDB_tf_id"	"RegulonDB_tf_name"	"RegulonDB_tf_symmetry"	"RegulonDB_tf_family"	"RegulonDB_tf_class"	"RegulonDB_tf_conformation_id"	"RegulonDB_tf_conformation_final_state"	"RegulonDB_tf_conformation_type"	"RegulonDB_tf_interaction_type"	"RegulonDB_tf_apo_holo"	"Uniprot_ID"	"Pfam_ID"	"Refseq_ID"	"product_synonyms"	"RegulonDB_product_name"	"Ecocyc_id"	"gene_synonyms"	"RegulonDB_TF"	"Annotated_TF"	"Predicted_TF_2015"	"Predicted_TF_2020"	"Predicted_TF_2021"	"TF_synonyms"
"ibaG"	"b3190"	"ibaG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3190,ECK120008650,IbaG,putative DNA-binding transcriptional regulator IbaG,YrbA"	"acid stress protein IbaG"	"G7657"	"b3190,ECK120004207,ECK3179,G7657,ibaG,yrbA"	0	1	0	0	0	"acid stress protein IbaG,b3190,ECK120004207,ECK120008650,ECK3179,G7657,ibaG,IbaG,putative DNA-binding transcriptional regulator IbaG,yrbA,YrbA"
"IclR"	"b4018"	"iclR"	"ECK120011897"	"IclR"	NA	"IclR"	"Local Regulator"	"ECK125269280,ECK125272673,ECK12T299429"	"IclR,IclR-glyoxylate,IclR-pyruvate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P16528"	"PF01614,PF09339"	"NP_418442"	"b4018,ECK120004960,IclR"	"DNA-binding transcriptional repressor IclR"	"EG10491"	"b4018,ECK120000484,ECK4010,EG10491,iclR"	1	1	1	1	1	"b4018,DNA-binding transcriptional repressor IclR,ECK120000484,ECK120004960,ECK4010,EG10491,iclR,IclR,IclR-glyoxylate,IclR-pyruvate,NP_418442,P16528"
"IdnR"	"b4264"	"idnR"	"ECK120012101"	"IdnR"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125147210,ECK125269310,ECK125269396"	"IdnR,IdnR-5-dehydro-D-gluconate,IdnR-Idonate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P39343"	"PF00356,PF13377"	"NP_418685"	"b4264,ECK120008825,GntH,IdnR,YjgS"	"DNA-binding transcriptional dual regulator IdnR"	"G7891"	"b4264,ECK120004386,ECK4257,G7891,gntH,gntS?,idnR,yjgS"	1	1	1	1	1	"b4264,DNA-binding transcriptional dual regulator IdnR,ECK120004386,ECK120008825,ECK4257,G7891,gntH,GntH,gntS?,idnR,IdnR,IdnR-5-dehydro-D-gluconate,IdnR-Idonate,NP_418685,P39343,yjgS,YjgS"
"IHF"	"b0912,b1712"	"ihfB,ihfA"	"ECK125257183"	"IHF"	"inverted-repeat"	NA	"Global Regulator"	"ECK125269246"	"IHF"	"Active"	NA	NA	NA	NA	NA	" &beta; subunit; site-specific recombination,b0912,ECK120004910,HimD,Hip,IhfB,integration host factor (IHF), &alpha; subunit; site specific recombination,b1712,ECK120004909,Hid,HimA,IhfA,integration host factor (IHF)"	"integration host factor subunit &beta;,integration host factor subunit &alpha;"	"EG10441,EG10440"	"b0912,ECK0903,ECK120000434,EG10441,himD,hip,ihfB,b1712,ECK120000433,ECK1710,EG10440,hid,himA,ihfA"	1	0	1	1	1	" &alpha; subunit; site specific recombination, &beta; subunit; site-specific recombination,b0912,b1712,ECK0903,ECK120000433,ECK120000434,ECK120004909,ECK120004910,ECK1710,EG10440,EG10441,hid,Hid,himA,HimA,himD,HimD,hip,Hip,IHF,ihfA,IhfA,ihfB,IhfB,integration host factor (IHF),integration host factor subunit &alpha;,integration host factor subunit &beta;"
"IlvY"	"b3773"	"ilvY"	"ECK120012965"	"IlvY"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125147211,ECK125269437,ECK125269455"	"IlvY,IlvY-(<i>S</i>)-2-acetolactate,IlvY-Alfa-acetohydroxybutirate"	"Active"	"Allosteric"	"Apo,Holo"	"P05827"	"PF00126,PF03466"	"NP_418221"	"b3773,ECK120004972,IlvY,positive regulator for ilvC"	"DNA-binding transcriptional dual regulator IlvY"	"EG10503"	"b3773,ECK120000496,ECK3765,EG10503,ilvY"	1	1	1	1	1	"b3773,DNA-binding transcriptional dual regulator IlvY,ECK120000496,ECK120004972,ECK3765,EG10503,ilvY,IlvY,IlvY-(<i>S</i>)-2-acetolactate,IlvY-Alfa-acetohydroxybutirate,NP_418221,P05827,positive regulator for ilvC"
"insC1"	"b0360"	"insC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0360,ECK120007298,InsC1"	"IS2 element protein InsA"	"G6212"	"b0360,ECK0357,ECK120002826,G6212,insC-1,insC1,yi21-1"	0	0	0	0	1	"b0360,ECK0357,ECK120002826,ECK120007298,G6212,insC-1,insC1,InsC1,IS2 element protein InsA,yi21-1"
"insC2"	"b1403"	"insC2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1403,ECK125141537,InsC2"	"IS2 insertion element repressor InsA"	"G6724"	"b1403,ECK0357,ECK120003318,G6724,insC-2,insC2,yi21-2"	0	0	0	0	1	"b1403,ECK0357,ECK120003318,ECK125141537,G6724,insC-2,insC2,InsC2,IS2 insertion element repressor InsA,yi21-2"
"insC3"	"b1997"	"insC3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1997,ECK125141539,InsC3"	"CP4-44 prophage; IS2 insertion element repressor InsA"	"G7077"	"b1997,ECK0357,ECK120003663,G7077,insC-3,insC3,yi21-3"	0	0	0	0	1	"b1997,CP4-44 prophage; IS2 insertion element repressor InsA,ECK0357,ECK120003663,ECK125141539,G7077,insC-3,insC3,InsC3,yi21-3"
"insC4"	"b2861"	"insC4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2861,ECK125141543,InsC4"	"IS2 insertion element repressor InsA"	"G7481"	"b2861,ECK0357,ECK120004044,G7481,insC-4,insC4,yi21-4"	0	0	0	0	1	"b2861,ECK0357,ECK120004044,ECK125141543,G7481,insC-4,insC4,InsC4,IS2 insertion element repressor InsA,yi21-4"
"insC5"	"b3044"	"insC5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3044,ECK125141545,InsC5"	"IS2 insertion element repressor InsA"	"G7583"	"b3044,ECK0357,ECK120004139,G7583,insC-5,insC5,yi21-5"	0	0	0	0	1	"b3044,ECK0357,ECK120004139,ECK125141545,G7583,insC-5,insC5,InsC5,IS2 insertion element repressor InsA,yi21-5"
"insC6"	"b4272"	"insC6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4272,ECK125141549,InsC6"	"KpLE2 phage-like element; IS2 insertion element repressor InsA"	"G7894"	"b4272,ECK0357,ECK120004389,G7894,insC-6,insC6,yi21-6"	0	0	0	0	1	"b4272,ECK0357,ECK120004389,ECK125141549,G7894,insC-6,insC6,InsC6,KpLE2 phage-like element; IS2 insertion element repressor InsA,yi21-6"
"insD1"	"b0361"	"insD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0361,ECK120007299,InsD1"	"IS2 element protein"	"G6213"	"b0361,ECK0358,ECK120002827,G6213,insD-1,insD1,yi22-1"	0	0	0	0	1	"b0361,ECK0358,ECK120002827,ECK120007299,G6213,insD-1,insD1,InsD1,IS2 element protein,yi22-1"
"insD2"	"b1402"	"insD2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1402,ECK125276541,InsD2"	"IS2 insertion element protein InsB"	"G6723"	"b1402,ECK0358,ECK120003317,G6723,insD-2,insD2,yi22-2"	0	0	0	0	1	"b1402,ECK0358,ECK120003317,ECK125276541,G6723,insD-2,insD2,InsD2,IS2 insertion element protein InsB,yi22-2"
"insD3"	"b1996"	"insD3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1996,ECK125276563,InsD3"	"CP4-44 prophage; IS2 insertion element protein InsB"	"G7076"	"b1996,ECK0358,ECK120003662,G7076,insD-3,insD3,yi22-3"	0	0	0	0	1	"b1996,CP4-44 prophage; IS2 insertion element protein InsB,ECK0358,ECK120003662,ECK125276563,G7076,insD-3,insD3,InsD3,yi22-3"
"insD4"	"b2860"	"insD4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2860,ECK125276549,InsD4"	"IS2 insertion element protein InsB"	"G7480"	"b2860,ECK0358,ECK120004043,G7480,insD-4,insD4,yi22-4"	0	0	0	0	1	"b2860,ECK0358,ECK120004043,ECK125276549,G7480,insD-4,insD4,InsD4,IS2 insertion element protein InsB,yi22-4"
"insD5"	"b3045"	"insD5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3045,ECK125276592,InsD5"	"IS2 insertion element protein InsB"	"G7584"	"b3045,ECK0358,ECK120004140,G7584,insD-5,insD5,yi22-5"	0	0	0	0	1	"b3045,ECK0358,ECK120004140,ECK125276592,G7584,insD-5,insD5,InsD5,IS2 insertion element protein InsB,yi22-5"
"insD6"	"b4273"	"insD6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4273,ECK125276550,InsD6"	"KpLE2 phage-like element; IS2 insertion element protein InsB"	"G7895"	"b4273,ECK0358,ECK120004390,G7895,insD-6,insD6,yi22-6"	0	0	0	0	1	"b4273,ECK0358,ECK120004390,ECK125276550,G7895,insD-6,insD6,InsD6,KpLE2 phage-like element; IS2 insertion element protein InsB,yi22-6"
"insE1"	"b0298"	"insE1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0298,ECK120007260,InsE1"	"IS3 element protein InsE"	"G6168"	"b0298,ECK0298,ECK120002788,G6168,insE-1,insE1"	0	0	0	0	1	"b0298,ECK0298,ECK120002788,ECK120007260,G6168,insE-1,insE1,InsE1,IS3 element protein InsE"
"insE2"	"b0373"	"insE2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0373,ECK125141530,InsE2"	"IS3 element protein InsE"	"G6224"	"b0373,ECK0298,ECK120002837,G6224,insE-2,insE2"	0	0	0	0	1	"b0373,ECK0298,ECK120002837,ECK125141530,G6224,insE-2,insE2,InsE2,IS3 element protein InsE"
"insE3"	"b0540"	"insE3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0540,ECK125141531,InsE3"	"DLP12 prophage; IS3 element protein InsE"	"G6296"	"b0540,ECK0298,ECK120002904,G6296,insE-3,insE3"	0	0	0	0	1	"b0540,DLP12 prophage; IS3 element protein InsE,ECK0298,ECK120002904,ECK125141531,G6296,insE-3,insE3,InsE3"
"insE4"	"b1027"	"insE4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1027,ECK125141535,InsE4"	"IS3 element protein InsE"	"G6534"	"b1027,ECK0298,ECK120003132,G6534,insE-4,insE4"	0	0	0	0	1	"b1027,ECK0298,ECK120003132,ECK125141535,G6534,insE-4,insE4,InsE4,IS3 element protein InsE"
"insE5"	"b2088"	"insE5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2088,ECK125141541,InsE5"	"IS3 element protein InsE"	"G7125"	"b2088,ECK0298,ECK120003709,G7125,insE-5,insE5"	0	0	0	0	1	"b2088,ECK0298,ECK120003709,ECK125141541,G7125,insE-5,insE5,InsE5,IS3 element protein InsE"
"insG"	"b4278"	"insG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4278,ECK120008832,InsG"	"KpLE2 phage-like element; IS<i>4</i> putative transposase"	"G7900"	"b4278,ECK120004395,ECK4268,G7900,insG,yi41"	0	0	0	0	1	"b4278,ECK120004395,ECK120008832,ECK4268,G7900,insG,InsG,KpLE2 phage-like element; IS<i>4</i> putative transposase,yi41"
"insI1"	"b0256"	"insI1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0256,ECK120007225,InsI1,Tra8-1"	"IS30 transposase"	"G6131"	"b0256,ECK0258,ECK120002751,G6131,insI-1,insI1,tra8-1"	0	0	0	0	1	"b0256,ECK0258,ECK120002751,ECK120007225,G6131,insI-1,insI1,InsI1,IS30 transposase,tra8-1,Tra8-1"
"insI2"	"b1404"	"insI2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1404,b4708,ECK120007775,InsI2,Tra8-2"	"IS30 transposase"	"G6725,G0-16679"	"b1404,b4708,ECK0258,ECK120003319,ECK125240991,ECK4564,G0-16679,G6725,insI-2,insI2,tra8-2"	0	0	0	0	1	"b1404,b4708,ECK0258,ECK120003319,ECK120007775,ECK125240991,ECK4564,G0-16679,G6725,insI-2,insI2,InsI2,IS30 transposase,tra8-2,Tra8-2"
"insI3"	"b4284"	"insI3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4284,ECK125141550,InsI3,Tra8-3"	"KpLE2 phage-like element; IS30 transposase"	"G7905"	"b4284,ECK0258,ECK120004400,G7905,insI-3,insI3,tra8-3"	0	0	0	0	1	"b4284,ECK0258,ECK120004400,ECK125141550,G7905,insI-3,insI3,InsI3,KpLE2 phage-like element; IS30 transposase,tra8-3,Tra8-3"
"iprA"	"b0375"	"iprA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0375,ECK120007309,IprA,YaiV"	"putative DNA-binding transcriptional regulator IprA"	"G6226"	"b0375,ECK0370,ECK120002839,G6226,iprA,yaiV"	0	1	0	0	0	"b0375,ECK0370,ECK120002839,ECK120007309,G6226,iprA,IprA,putative DNA-binding transcriptional regulator IprA,yaiV,YaiV"
"IscR"	"b2531"	"iscR"	"ECK120011429"	"IscR"	"inverted-repeat"	"Rrf2"	"Local Regulator"	"ECK125269299,ECK125269442"	"IscR,IscR-a [2Fe-2S] iron-sulfur cluster"	"Active"	"Covalent"	"Apo,Holo"	"P0AGK8"	"PF02082"	"NP_417026"	"b2531,ECK120008346,IscR,YfhP"	"DNA-binding transcriptional dual regulator IscR"	"G7326"	"b2531,ECK120003898,ECK2528,G7326,iscR,yfhP"	1	1	1	1	1	"b2531,DNA-binding transcriptional dual regulator IscR,ECK120003898,ECK120008346,ECK2528,G7326,iscR,IscR,IscR-a [2Fe-2S] iron-sulfur cluster,NP_417026,P0AGK8,yfhP,YfhP"
"KdgR"	"b1827"	"kdgR"	"ECK120015250"	"KdgR"	"inverted-repeat"	"IclR"	"Local Regulator"	"ECK125269332"	"KdgR"	"Active"	NA	NA	"P76268"	"PF01614,PF09339"	"NP_416341"	"b1827,ECK120008046,KdgR,YebP"	"DNA-binding transcriptional repressor KdgR"	"G7003"	"b1827,ECK120003590,ECK1826,G7003,kdgR,yebP"	1	1	1	1	1	"b1827,DNA-binding transcriptional repressor KdgR,ECK120003590,ECK120008046,ECK1826,G7003,kdgR,KdgR,NP_416341,P76268,yebP,YebP"
"KdpE"	"b0694"	"kdpE"	"ECK125286591"	"KdpE"	"inverted-repeat"	"OmpR"	"Local Regulator"	"ECK125109092,ECK125269457"	"KdpE,KdpE-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P21866"	"PF00072,PF00486"	"NP_415222"	"b0694,ECK120004986,KdpE,KdpE response regulator,KdpE transcriptional activator"	"DNA-binding transcriptional activator KdpE"	"EG10517"	"b0694,ECK0682,ECK120000510,EG10517,kdpE"	1	1	1	1	1	"b0694,DNA-binding transcriptional activator KdpE,ECK0682,ECK120000510,ECK120004986,EG10517,kdpE,KdpE,KdpE response regulator,KdpE transcriptional activator,KdpE-phosphorylated,NP_415222,P21866"
"kefG"	"b3351"	"kefG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3351,ECK120008704,KefG,protein required for KefB activity,YheR"	"glutathione-regulated potassium-efflux system ancillary protein KefG"	"G7717"	"b3351,ECK120004262,ECK3339,G7717,kefG,yheR"	0	0	0	0	0	"b3351,ECK120004262,ECK120008704,ECK3339,G7717,glutathione-regulated potassium-efflux system ancillary protein KefG,kefG,KefG,protein required for KefB activity,yheR,YheR"
"LacI"	"b0345"	"lacI"	"ECK120012762"	"LacI"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125269365,ECK125272639"	"LacI,LacI-allolactose"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P03023"	"PF00356,PF13377"	"NP_414879"	"b0345,ECK120004994,LacI,transcriptional repressor of the lac operon"	"DNA-binding transcriptional repressor LacI"	"EG10525"	"b0345,ECK0342,ECK120000518,EG10525,lacI"	1	1	1	1	1	"b0345,DNA-binding transcriptional repressor LacI,ECK0342,ECK120000518,ECK120004994,EG10525,lacI,LacI,LacI-allolactose,NP_414879,P03023,transcriptional repressor of the lac operon"
"LeuO"	"b0076"	"leuO"	"ECK120013164"	"LeuO"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269331"	"LeuO"	"Active"	NA	NA	"P10151"	"PF00126,PF03466"	"NP_414618"	"b0076,ECK120005000,LeuO"	"DNA-binding transcriptional dual regulator LeuO"	"EG10531"	"b0076,ECK0078,ECK120000524,EG10531,leuO"	1	1	1	1	1	"b0076,DNA-binding transcriptional dual regulator LeuO,ECK0078,ECK120000524,ECK120005000,EG10531,leuO,LeuO,NP_414618,P10151"
"LexA"	"b4043"	"lexA"	"ECK120012770"	"LexA"	"inverted-repeat"	"LexA"	"Local Regulator"	"ECK125269247"	"LexA"	"Active"	NA	NA	"P0A7C2"	"PF00717,PF01726"	"NP_418467"	"b4043,ECK120005002,ExrA,LexA,Spr,Tsl,UmuA"	"DNA-binding transcriptional repressor LexA"	"EG10533"	"b4043,ECK120000526,ECK4035,EG10533,exrA,lexA,spr,tsl,umuA"	1	1	1	1	1	"b4043,DNA-binding transcriptional repressor LexA,ECK120000526,ECK120005002,ECK4035,EG10533,exrA,ExrA,lexA,LexA,NP_418467,P0A7C2,spr,Spr,tsl,Tsl,umuA,UmuA"
"lgoR"	"b4357"	"lgoR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4357,ECK120008873,LgoR,YjjM"	"putative DNA-binding transcriptional regulator LgoR"	"G7944"	"b4357,ECK120004437,ECK4347,G7944,lgoR,yjjM"	0	1	1	0	1	"b4357,ECK120004437,ECK120008873,ECK4347,G7944,lgoR,LgoR,putative DNA-binding transcriptional regulator LgoR,yjjM,YjjM"
"LldR"	"b3604"	"lldR"	"ECK120013830"	"LldR"	"inverted-repeat"	"GntR"	"Local Regulator"	"ECK125269402,ECK125269414"	"LldR,LldR-(<i>S</i>)-lactate"	"Active"	"Allosteric"	"Apo,Holo"	"P0ACL7"	"PF00392,PF07729"	"NP_418061"	"b3604,ECK120006364,Lct,LctR,LldR"	"DNA-binding transcriptional dual regulator LldR"	"EG11962"	"b3604,ECK120001888,ECK3594,EG11962,lct,lctR,lldR"	1	1	1	1	1	"b3604,DNA-binding transcriptional dual regulator LldR,ECK120001888,ECK120006364,ECK3594,EG11962,lct,Lct,lctR,LctR,lldR,LldR,LldR-(<i>S</i>)-lactate,NP_418061,P0ACL7"
"LrhA"	"b2289"	"lrhA"	"ECK120011328"	"LrhA"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269374"	"LrhA"	"Active"	NA	NA	"P36771"	"PF00126,PF03466"	"NP_416792"	"b2289,ECK120006502,GenR,LrhA"	"DNA-binding transcriptional dual regulator LrhA"	"EG12123"	"b2289,ECK120002026,ECK2283,EG12123,genR,lrhA"	1	1	1	1	1	"b2289,DNA-binding transcriptional dual regulator LrhA,ECK120002026,ECK120006502,ECK2283,EG12123,genR,GenR,lrhA,LrhA,NP_416792,P36771"
"Lrp"	"b0889"	"lrp"	"ECK120011383"	"Lrp"	"inverted-repeat"	"AsnC"	"Global Regulator"	"ECK125269241,ECK125269256"	"Lrp,Lrp-L-leucine"	"Active"	"Allosteric"	"Apo,Holo"	"P0ACJ0"	"PF01037,PF13412"	"NP_415409"	"AlsB,b0889,ECK120005016,Ihb,LivR,Lrp,Lrs,Lss,LstR,Mbf,OppI,RblA"	"DNA-binding transcriptional dual regulator Lrp"	"EG10547"	"alsB,b0889,ECK0880,ECK120000540,EG10547,ihb,livR,lrp,lrs,lss,lstR,mbf,oppI,rblA"	1	1	1	1	1	"alsB,AlsB,b0889,DNA-binding transcriptional dual regulator Lrp,ECK0880,ECK120000540,ECK120005016,EG10547,ihb,Ihb,livR,LivR,lrp,Lrp,Lrp-L-leucine,lrs,Lrs,lss,Lss,lstR,LstR,mbf,Mbf,NP_415409,oppI,OppI,P0ACJ0,rblA,RblA"
"LsrR"	"b1512"	"lsrR"	"ECK120015681"	"LsrR"	"inverted-repeat"	"Sugar_binding domain"	"Local Regulator"	"ECK125269452,ECK125272658,ECK125272659,ECK125272660"	"LsrR,LsrR-(2<i>S</i>)-2-hydroxy-3,4-dioxopentyl phosphate,LsrR-(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran,LsrR-autoinducer 2"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P76141"	"PF04198"	"NP_416029"	"b1512,ECK120007844,LsrR,YdeW"	"DNA-binding transcriptional repressor LsrR"	"G6799"	"b1512,ECK120003388,ECK1505,G6799,lsrR,ydeW"	1	1	1	1	1	"3,4-dioxopentyl phosphate,4-tetrahydroxytetrahydrofuran,4S)-2-methyl-2,b1512,DNA-binding transcriptional repressor LsrR,ECK120003388,ECK120007844,ECK1505,G6799,lsrR,LsrR,LsrR-(2<i>S</i>)-2-hydroxy-3,LsrR-(2R,LsrR-autoinducer 2,NP_416029,P76141,ydeW,YdeW"
"LysR"	"b2839"	"lysR"	"ECK120013175"	"LysR"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269441"	"LysR"	"Active"	NA	NA	"P03030"	"PF00126,PF03466"	"NP_417316"	"b2839,ECK120005020,LysR,positive regulator for lys"	"DNA-binding transcriptional dual regulator LysR"	"EG10551"	"b2839,ECK120000544,ECK2837,EG10551,lysR"	1	1	1	1	1	"b2839,DNA-binding transcriptional dual regulator LysR,ECK120000544,ECK120005020,ECK2837,EG10551,lysR,LysR,NP_417316,P03030,positive regulator for lys"
"mak"	"b0394"	"mak"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0394,ECK120005737,fructo(manno)kinase,Mak,manno(fructo)kinase,YajF"	"fructokinase"	"EG11288"	"b0394,ECK0389,ECK120001261,EG11288,mak,yajF"	0	0	1	1	0	"b0394,ECK0389,ECK120001261,ECK120005737,EG11288,fructo(manno)kinase,fructokinase,mak,Mak,manno(fructo)kinase,yajF,YajF"
"MalI"	"b1620"	"malI"	"ECK120013406"	"MalI"	"inverted-repeat"	"GalR/LacI"	"Local Regulator"	"ECK125269451"	"MalI"	"Active"	NA	NA	"P18811"	"PF00356,PF00532"	"NP_416137"	"b1620,ECK120005026,MalI"	"DNA-binding transcriptional repressor MalI"	"EG10557"	"b1620,ECK120000550,ECK1615,EG10557,malI"	1	1	1	1	1	"b1620,DNA-binding transcriptional repressor MalI,ECK120000550,ECK120005026,ECK1615,EG10557,malI,MalI,NP_416137,P18811"
"MalT"	"b3418"	"malT"	"ECK120012218"	"MalT"	NA	"LuxR/UhpA"	"Local Regulator"	"ECK125147216,ECK125147217,ECK125147218,ECK125147219,ECK125147396,ECK125269290"	"MalT,MalT-Aes,MalT-MalK,MalT-maltotriose-ADP,MalT-maltotriose-ATP,MalT-MalY"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P06993"	"PF00196,PF17874"	"NP_417877"	"b3418,ECK120005031,MalA,MalT"	"DNA-binding transcriptional activator MalT"	"EG10562"	"b3418,ECK120000555,ECK3405,EG10562,malA,malT"	1	1	1	1	1	"b3418,DNA-binding transcriptional activator MalT,ECK120000555,ECK120005031,ECK3405,EG10562,malA,MalA,malT,MalT,MalT-Aes,MalT-MalK,MalT-maltotriose-ADP,MalT-maltotriose-ATP,MalT-MalY,NP_417877,P06993"
"MarA"	"b1531"	"marA"	"ECK120011412"	"MarA"	"asymmetric"	"AraC/XylS"	"Local Regulator"	"ECK125269273"	"MarA"	"Active"	NA	NA	"P0ACH5"	"PF12833"	"NP_416048"	"b1531,CfxB,ECK120005874,InaR,MarA,NfxC,NorB,SoxQ"	"DNA-binding transcriptional dual regulator MarA"	"EG11434"	"b1531,cfxB,ECK120001398,ECK1524,EG11434,inaR,marA,nfxC,norB,soxQ"	1	1	1	1	1	"b1531,cfxB,CfxB,DNA-binding transcriptional dual regulator MarA,ECK120001398,ECK120005874,ECK1524,EG11434,inaR,InaR,marA,MarA,nfxC,NfxC,norB,NorB,NP_416048,P0ACH5,soxQ,SoxQ"
"MarR"	"b1530"	"marR"	"ECK120013191"	"MarR"	NA	"MarR"	"Local Regulator"	"ECK125147220,ECK125147221,ECK125147222,ECK125147223,ECK125147224,ECK125147225,ECK125147226,ECK125269261,ECK125272669"	"MarR,MarR-2,4-dinitrophenol,MarR-Benzoate,MarR-Menadione,MarR-Paraquat,MarR-Phenazine methosulfate,MarR-Plumbagin,MarR-salicylate,MarR-Sodium salicylate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P27245"	"PF01047"	"NP_416047"	"b1530,CfxB,ECK120005875,InaR,MarR,SoxQ"	"DNA-binding transcriptional repressor MarR"	"EG11435"	"b1530,cfxB,ECK120001399,ECK1523,EG11435,inaR,marR,soxQ"	1	1	1	1	1	"4-dinitrophenol,b1530,cfxB,CfxB,DNA-binding transcriptional repressor MarR,ECK120001399,ECK120005875,ECK1523,EG11435,inaR,InaR,marR,MarR,MarR-2,MarR-Benzoate,MarR-Menadione,MarR-Paraquat,MarR-Phenazine methosulfate,MarR-Plumbagin,MarR-salicylate,MarR-Sodium salicylate,NP_416047,P27245,soxQ,SoxQ"
"MatA"	"b0294"	"matA"	"ECK125141911"	"MatA"	"inverted-repeat"	"LuxR/UhpA"	"Local Regulator"	"ECK125269318"	"MatA"	"Active"	NA	NA	"P71301"	"PF00196"	"NP_414828"	"b0294,ECK120007257,EcpR,MatA,YkgK"	"DNA-binding transcriptional dual regulator MatA"	"G6165"	"b0294,ECK0293,ECK120002785,ecpR,G6165,matA,ykgK"	1	1	1	0	1	"b0294,DNA-binding transcriptional dual regulator MatA,ECK0293,ECK120002785,ECK120007257,ecpR,EcpR,G6165,matA,MatA,NP_414828,P71301,ykgK,YkgK"
"matP"	"b0956"	"matP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0956,ECK120006878,MatP,YcbG"	"macrodomain Ter protein"	"EG12855"	"b0956,ECK0947,ECK120002403,EG12855,matP,ycbG"	0	0	0	0	1	"b0956,ECK0947,ECK120002403,ECK120006878,EG12855,macrodomain Ter protein,matP,MatP,ycbG,YcbG"
"MazE"	"b2783"	"mazE"	"ECK125140737"	"MazE"	NA	"MazE"	"Local Regulator"	"ECK125269382"	"MazE"	"Active"	NA	NA	"P0AE72"	"PF04014"	"NP_417263"	"b2783,ChpAI,ChpR,ECK120005040,MazE"	"antitoxin of the MazF-MazE toxin-antitoxin system MazE"	"EG10571"	"b2783,chpAI,chpR,ECK120000564,ECK2777,EG10571,mazE"	1	0	1	1	0	"antitoxin of the MazF-MazE toxin-antitoxin system MazE,b2783,chpAI,ChpAI,chpR,ChpR,ECK120000564,ECK120005040,ECK2777,EG10571,mazE,MazE,NP_417263,P0AE72"
