"Zika_gene_id"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"Zika_parsed_bnum"
712	"b0482"	"ybaP"	NA	"TraB family protein YbaP"	507286	508080	"-"	"CDS"	NA	"b0482"
713	"b0484"	"copA"	NA	"Cu(+) exporting P-type ATPase"	508875	511379	"-"	"CDS"	NA	"b0484"
714	"b0485"	"glsA"	NA	"glutaminase 1"	511641	512573	"+"	"CDS"	NA	"b0485"
715	"b0486"	"ybaT"	NA	"putative transporter YbaT"	512576	513868	"+"	"CDS"	NA	"b0486"
716	"b0488"	"ybbJ"	NA	"NfeD-like family protein"	514401	514859	"-"	"CDS"	NA	"b0488"
717	"b0489"	"qmcA"	NA	"PHB domain-containing protein"	514856	515773	"-"	"CDS"	NA	"b0489"
718	"b0490"	"fetA"	NA	"putative iron ABC exporter ATP-binding subunit FetA"	515919	516596	"+"	"CDS"	NA	"b0490"
719	"b0491"	"fetB"	NA	"putative iron ABC exporter membrane subunit FetB"	516583	517362	"+"	"CDS"	NA	"b0491"
720	"b0492"	"ybbN"	NA	"chaperedoxin"	517425	518279	"-"	"CDS"	NA	"b0492"
721	"b0493"	"ybbO"	NA	"NADP(+)-dependent aldehyde reductase"	518340	519149	"-"	"CDS"	NA	"b0493"
722	"b0494"	"tesA"	NA	"multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1"	519139	519765	"-"	"CDS"	NA	"b0494"
723	"b0495"	"ybbA"	NA	"putative ABC transporter ATP-binding protein YbbA"	519733	520419	"+"	"CDS"	NA	"b0495"
724	"b0496"	"ybbP"	NA	"putative ABC transporter membrane subunit YbbP"	520416	522830	"+"	"CDS"	NA	"b0496"
725	"b0497"	"rhsD"	NA	"protein RhsD"	523261	527541	"+"	"CDS"	NA	"b0497"
726	"b0498"	"ybbC"	NA	"PF15631 family protein YbbC"	527581	527949	"+"	"CDS"	NA	"b0498"
727	"b0503"	"mnmH"	NA	"tRNA 2-selenouridine synthase"	530132	531226	"-"	"CDS"	NA	"b0503"
728	"b0505"	"allA"	NA	"ureidoglycolate lyase"	532451	532933	"+"	"CDS"	NA	"b0505"
729	"b0507"	"gcl"	NA	"glyoxylate carboligase"	533916	535697	"+"	"CDS"	NA	"b0507"
730	"b0508"	"hyi"	NA	"hydroxypyruvate isomerase"	535710	536486	"+"	"CDS"	NA	"b0508"
731	"b0509"	"glxR"	NA	"tartronate semialdehyde reductase 2"	536586	537464	"+"	"CDS"	NA	"b0509"
732	"b0511"	"ybbW"	NA	"putative allantoin transporter"	537633	539087	"+"	"CDS"	NA	"b0511"
733	"b0512"	"allB"	NA	"allantoinase"	539147	540508	"+"	"CDS"	NA	"b0512"
734	"b0513"	"ybbY"	NA	"putative purine transporter"	540565	541866	"+"	"CDS"	NA	"b0513"
735	"b0514"	"glxK"	NA	"glycerate 2-kinase 2"	541888	543033	"+"	"CDS"	NA	"b0514"
736	"b0515"	"allE"	NA	"(S)-ureidoglycine aminohydrolase"	543261	544046	"-"	"CDS"	NA	"b0515"
737	"b0516"	"allC"	NA	"allantoate amidohydrolase"	544057	545292	"-"	"CDS"	NA	"b0516"
738	"b0517"	"allD"	NA	"ureidoglycolate dehydrogenase"	545314	546363	"-"	"CDS"	NA	"b0517"
739	"b0518"	"fdrA"	NA	"putative acyl-CoA synthetase FdrA"	546680	548347	"+"	"CDS"	NA	"b0518"
740	"b4572"	"ylbE"	NA	"DUF1116 domain-containing protein YlbE"	548357	549616	"+"	"CDS"	NA	"b4572"
741	"b0520"	"ylbF"	NA	"DUF2877 domain-containing protein YlbF"	549627	550442	"+"	"CDS"	NA	"b0520"
742	"b0521"	"ybcF"	NA	"putative carbamate kinase"	550439	551332	"+"	"CDS"	NA	"b0521"
743	"b0522"	"purK"	NA	"5-(carboxyamino)imidazole ribonucleotide synthase"	551527	552594	"-"	"CDS"	NA	"b0522"
744	"b0523"	"purE"	NA	"N(5)-carboxyaminoimidazole ribonucleotide mutase"	552591	553100	"-"	"CDS"	NA	"b0523"
745	"b0524"	"lpxH"	NA	"UDP-2,3-diacylglucosamine diphosphatase"	553218	553940	"-"	"CDS"	NA	"b0524"
746	"b0525"	"ppiB"	NA	"peptidyl-prolyl cis-trans isomerase B"	553943	554437	"-"	"CDS"	NA	"b0525"
747	"b0526"	"cysS"	NA	"cysteine--tRNA ligase"	554611	555996	"+"	"CDS"	NA	"b0526"
748	"b0527"	"ybcI"	NA	"conserved inner membrane protein YbcI"	556032	556553	"-"	"CDS"	NA	"b0527"
749	"b0528"	"ybcJ"	NA	"putative RNA-binding protein YbcJ"	556661	556873	"-"	"CDS"	NA	"b0528"
750	"b0529"	"folD"	NA	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"	556875	557741	"-"	"CDS"	NA	"b0529"
751	"b0530"	"sfmA"	NA	"putative fimbrial protein SfmA"	558212	558754	"+"	"CDS"	NA	"b0530"
752	"b0531"	"sfmC"	NA	"putative fimbrial chaperone SfmC"	558974	559666	"+"	"CDS"	NA	"b0531"
753	"b0532"	"sfmD"	NA	"putative fimbrial usher protein SfmD"	559697	562300	"+"	"CDS"	NA	"b0532"
754	"b0533"	"sfmH"	NA	"putative fimbrial adhesin protein SfmH"	562336	563319	"+"	"CDS"	NA	"b0533"
755	"b0534"	"sfmF"	NA	"putative fimbrial protein SfmF"	563330	563845	"+"	"CDS"	NA	"b0534"
756	"b0537"	"intD"	NA	"DLP12 prophage; putative integrase"	564815	565978	"-"	"CDS"	NA	"b0537"
757	"b0543"	"emrE"	NA	"multidrug/betaine/choline efflux transporter EmrE"	568315	568647	"+"	"CDS"	NA	"b0543"
758	"b0544"	"ybcK"	NA	"DLP12 prophage; putative recombinase"	568902	570428	"+"	"CDS"	NA	"b0544"
759	"b0545"	"ybcL"	NA	"DLP12 prophage; periplasmic protein YbcL"	570893	571444	"+"	"CDS"	NA	"b0545"
760	"b4588"	"ylcH"	NA	"DLP12 prophage; uncharacterized protein YlcH"	572368	572469	"+"	"CDS"	NA	"b4588"
761	"b0547"	"ybcN"	NA	"DLP12 prophage; DNA base-flipping protein"	572466	572921	"+"	"CDS"	NA	"b0547"
762	"b0548"	"ninE"	NA	"DLP12 prophage; NinE family prophage protein"	572921	573091	"+"	"CDS"	NA	"b0548"
763	"b0549"	"ybcO"	NA	"DLP12 prophage; putative nuclease YbcO"	573084	573374	"+"	"CDS"	NA	"b0549"
764	"b0550"	"rusA"	NA	"DLP12 prophage; crossover junction endodeoxyribonuclease RusA"	573371	573733	"+"	"CDS"	NA	"b0550"
765	"b4509"	"ylcG"	NA	"DLP12 prophage; uncharacterized protein YlcG"	573730	573870	"+"	"CDS"	NA	"b4509"
766	"b0551"	"quuD"	NA	"DLP12 prophage; putative antitermination protein"	573956	574339	"+"	"CDS"	NA	"b0551"
767	"b0554"	"essD"	NA	"DLP12 prophage; putative phage lysis protein"	577398	577613	"+"	"CDS"	NA	"b0554"
768	"b0555"	"rrrD"	NA	"DLP12 prophage; lysozyme"	577613	578110	"+"	"CDS"	NA	"b0555"
769	"b0556"	"rzpD"	NA	"DLP12 prophage; putative prophage endopeptidase RzpD"	578107	578568	"+"	"CDS"	NA	"b0556"
770	"b4510"	"rzoD"	NA	"DLP12 prophage; putative prophage lysis lipoprotein RzoD"	578327	578509	"+"	"CDS"	NA	"b4510"
771	"b0557"	"borD"	NA	"DLP12 prophage; prophage lipoprotein BorD"	578600	578893	"-"	"CDS"	NA	"b0557"
772	"b0558"	"ybcV"	NA	"DLP12 prophage; protein YbcV"	579184	579594	"-"	"CDS"	NA	"b0558"
773	"b0559"	"ybcW"	NA	"DLP12 prophage; protein YbcW"	579880	580086	"+"	"CDS"	NA	"b0559"
774	"b4589"	"ylcI"	NA	"DLP12 prophage; DUF3950 domain-containing protein YlcI"	580251	580445	"-"	"CDS"	NA	"b4589"
775	"b0560"	"nohD"	NA	"DLP12 prophage; putative DNA-packaging protein NohD"	580834	581379	"+"	"CDS"	NA	"b0560"
776	"b0565"	"ompT"	NA	"outer membrane protease VII (outer membrane protein 3b)"	584680	585633	"-"	"CDS"	NA	"b0565"
777	"b0567"	"ybcH"	NA	"DUF4434 domain-containing protein YbcH"	587091	587981	"-"	"CDS"	NA	"b0567"
778	"b0568"	"nfrA"	NA	"bacteriophage N4 receptor, outer membrane protein"	587982	590954	"-"	"CDS"	NA	"b0568"
779	"b0569"	"nfrB"	NA	"bacteriophage N4 receptor, inner membrane subunit"	590941	593178	"-"	"CDS"	NA	"b0569"
780	"b0570"	"cusS"	NA	"sensory histidine kinase CusS"	593328	594770	"-"	"CDS"	NA	"b0570"
781	"b0572"	"cusC"	NA	"copper/silver export system outer membrane channel"	595600	596973	"+"	"CDS"	NA	"b0572"
782	"b0573"	"cusF"	NA	"copper/silver export system periplasmic binding protein"	597131	597463	"+"	"CDS"	NA	"b0573"
783	"b0574"	"cusB"	NA	"copper/silver export system membrane fusion protein"	597479	598702	"+"	"CDS"	NA	"b0574"
784	"b0575"	"cusA"	NA	"copper/silver export system RND permease"	598714	601857	"+"	"CDS"	NA	"b0575"
785	"b0576"	"pheP"	NA	"phenylalanine:H(+) symporter PheP"	601959	603335	"+"	"CDS"	NA	"b0576"
786	"b0577"	"ybdG"	NA	"miniconductance mechanosensitive channel YbdG"	603416	604663	"-"	"CDS"	NA	"b0577"
787	"b0578"	"nfsB"	NA	"NAD(P)H nitroreductase NfsB"	604771	605424	"-"	"CDS"	NA	"b0578"
788	"b0579"	"ybdF"	NA	"PF04237 family protein YbdF"	605518	605886	"-"	"CDS"	NA	"b0579"
789	"b0580"	"ybdJ"	NA	"DUF1158 domain-containing protein YbdJ"	605951	606199	"-"	"CDS"	NA	"b0580"
790	"b4415"	"hokE"	NA	"protein HokE"	607836	607988	"+"	"CDS"	NA	"b4415"
791	"b0583"	"entD"	NA	"phosphopantetheinyl transferase EntD"	609459	610079	"-"	"CDS"	NA	"b0583"
792	"b0584"	"fepA"	NA	"ferric enterobactin outer membrane transporter"	610254	612494	"-"	"CDS"	NA	"b0584"
793	"b0585"	"fes"	NA	"enterochelin esterase"	612737	613939	"+"	"CDS"	NA	"b0585"
794	"b4511"	"ybdZ"	NA	"enterobactin biosynthesis protein YbdZ"	613942	614160	"+"	"CDS"	NA	"b4511"
795	"b0586"	"entF"	NA	"apo-serine activating enzyme"	614157	618038	"+"	"CDS"	NA	"b0586"
796	"b0587"	"fepE"	NA	"polysaccharide co-polymerase family protein FepE"	618254	619387	"+"	"CDS"	NA	"b0587"
797	"b0588"	"fepC"	NA	"ferric enterobactin ABC transporter ATP binding subunit"	619384	620199	"-"	"CDS"	NA	"b0588"
798	"b0589"	"fepG"	NA	"ferric enterobactin ABC transporter membrane subunit FepG"	620196	621188	"-"	"CDS"	NA	"b0589"
799	"b0590"	"fepD"	NA	"ferric enterobactin ABC transporter membrane subunit FebD"	621185	622189	"-"	"CDS"	NA	"b0590"
800	"b0591"	"entS"	NA	"enterobactin exporter EntS"	622300	623550	"+"	"CDS"	NA	"b0591"
801	"b0592"	"fepB"	NA	"ferric enterobactin ABC transporter periplasmic binding protein"	623554	624510	"-"	"CDS"	NA	"b0592"
802	"b0593"	"entC"	NA	"isochorismate synthase EntC"	624885	626060	"+"	"CDS"	NA	"b0593"
803	"b0594"	"entE"	NA	"2,3-dihydroxybenzoate-AMP ligase"	626070	627680	"+"	"CDS"	NA	"b0594"
804	"b0595"	"entB"	NA	"enterobactin synthase component B"	627694	628551	"+"	"CDS"	NA	"b0595"
805	"b0596"	"entA"	NA	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	628551	629297	"+"	"CDS"	NA	"b0596"
806	"b0597"	"entH"	NA	"proofreading thioesterase in enterobactin biosynthesis"	629300	629713	"+"	"CDS"	NA	"b0597"
807	"b0598"	"cstA"	NA	"carbon starvation protein A"	629894	631999	"+"	"CDS"	NA	"b0598"
808	"b4512"	"ybdD"	NA	"conserved protein YbdD"	632182	632379	"+"	"CDS"	NA	"b4512"
809	"b0599"	"ybdH"	NA	"hydroxycarboxylate dehydrogenase A"	632389	633477	"-"	"CDS"	NA	"b0599"
810	"b0600"	"ybdL"	NA	"methionine-oxo-acid transaminase, PLP-dependent"	633586	634746	"+"	"CDS"	NA	"b0600"
811	"b0601"	"ybdM"	NA	"ParB-like nuclease domain-containing protein YbdM"	634747	635376	"-"	"CDS"	NA	"b0601"
812	"b0602"	"ybdN"	NA	"putative PAPS reductase/DUF3440 domain-containing protein YbdN"	635349	636569	"-"	"CDS"	NA	"b0602"
813	"b0604"	"dsbG"	NA	"protein sulfenic acid reductase DsbG"	637827	638573	"-"	"CDS"	NA	"b0604"
814	"b0605"	"ahpC"	NA	"alkyl hydroperoxide reductase, AhpC component"	638945	639508	"+"	"CDS"	NA	"b0605"
815	"b0606"	"ahpF"	NA	"alkyl hydroperoxide reductase, AhpF component"	639753	641318	"+"	"CDS"	NA	"b0606"
816	"b0608"	"ybdR"	NA	"putative Zn(2(+))-dependent alcohol dehydrogenase YbdR"	642088	643326	"+"	"CDS"	NA	"b0608"
817	"b0610"	"rnk"	NA	"nucleoside diphosphate kinase regulator"	643557	643967	"-"	"CDS"	NA	"b0610"
818	"b0611"	"rna"	NA	"RNase I"	644197	645003	"-"	"CDS"	NA	"b0611"
819	"b0612"	"citT"	NA	"citrate:succinate antiporter"	645117	646580	"-"	"CDS"	NA	"b0612"
820	"b0613"	"citG"	NA	"triphosphoribosyl-dephospho-CoA synthase"	646631	647509	"-"	"CDS"	NA	"b0613"
821	"b0614"	"citX"	NA	"apo-citrate lyase phosphoribosyl-dephospho-CoA transferase"	647484	648035	"-"	"CDS"	NA	"b0614"
822	"b0615"	"citF"	NA	"citrate lyase alpha subunit"	648039	649571	"-"	"CDS"	NA	"b0615"
823	"b0616"	"citE"	NA	"citrate lyase beta subunit"	649582	650490	"-"	"CDS"	NA	"b0616"
824	"b0617"	"citD"	NA	"citrate lyase acyl carrier protein"	650487	650783	"-"	"CDS"	NA	"b0617"
825	"b0618"	"citC"	NA	"citrate lyase synthetase"	650798	651856	"-"	"CDS"	NA	"b0618"
826	"b0619"	"citA"	NA	"sensory histidine kinase DpiB"	652235	653893	"+"	"CDS"	NA	"b0619"
827	"b0621"	"dcuC"	NA	"anaerobic C4-dicarboxylate transporter DcuC"	654583	655968	"-"	"CDS"	NA	"b0621"
828	"b0622"	"pagP"	NA	"Lipid IVA palmitoyltransferase"	656557	657117	"+"	"CDS"	NA	"b0622"
829	"b0624"	"flc"	NA	"F(-) channel"	657555	657938	"-"	"CDS"	NA	"b0624"
830	"b0627"	"tatE"	NA	"twin arginine protein translocation system - TatE protein"	658947	659150	"+"	"CDS"	NA	"b0627"
831	"b0628"	"lipA"	NA	"lipoyl synthase"	659251	660216	"-"	"CDS"	NA	"b0628"
832	"b0630"	"lipB"	NA	"lipoyl(octanoyl) transferase"	661637	662278	"-"	"CDS"	NA	"b0630"
833	"b0631"	"ybeD"	NA	"DUF493 domain-containing protein YbeD"	662379	662642	"-"	"CDS"	NA	"b0631"
834	"b0632"	"dacA"	NA	"D-alanyl-D-alanine carboxypeptidase DacA"	662752	663963	"-"	"CDS"	NA	"b0632"
835	"b0633"	"rlpA"	NA	"rare lipoprotein RlpA"	664102	665190	"-"	"CDS"	NA	"b0633"
836	"b0634"	"mrdB"	NA	"SEDS family protein MrdB"	665201	666313	"-"	"CDS"	NA	"b0634"
837	"b0635"	"mrdA"	NA	"peptidoglycan DD-transpeptidase MrdA"	666316	668217	"-"	"CDS"	NA	"b0635"
838	"b0636"	"rlmH"	NA	"23S rRNA m(3)psi1915 methyltransferase"	668248	668715	"-"	"CDS"	NA	"b0636"
839	"b0637"	"rsfS"	NA	"ribosomal silencing factor RsfS"	668719	669036	"-"	"CDS"	NA	"b0637"
840	"b0638"	"cobC"	NA	"putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase"	669296	669907	"-"	"CDS"	NA	"b0638"
841	"b0639"	"nadD"	NA	"nicotinate-mononucleotide adenylyltransferase"	669931	670572	"-"	"CDS"	NA	"b0639"
842	"b0640"	"holA"	NA	"DNA polymerase III subunit delta"	670574	671605	"-"	"CDS"	NA	"b0640"
843	"b0641"	"lptE"	NA	"lipopolysaccharide assembly protein LptE"	671605	672186	"-"	"CDS"	NA	"b0641"
844	"b0642"	"leuS"	NA	"leucine--tRNA ligase"	672201	674783	"-"	"CDS"	NA	"b0642"
845	"b0643"	"ybeL"	NA	"DUF1451 domain-containing protein YbeL"	675018	675500	"+"	"CDS"	NA	"b0643"
846	"b0644"	"ybeQ"	NA	"Sel1 repeat-containing protein YbeQ"	675570	676547	"-"	"CDS"	NA	"b0644"
847	"b0645"	"ybeR"	NA	"DUF1266 domain-containing protein YbeR"	676711	677418	"+"	"CDS"	NA	"b0645"
848	"b0646"	"djlB"	NA	"putative chaperone"	677415	678842	"+"	"CDS"	NA	"b0646"
849	"b0647"	"ybeT"	NA	"Sel1 repeat-containing protein YbeT"	678852	679406	"-"	"CDS"	NA	"b0647"
850	"b0648"	"ybeU"	NA	"DUF1266 domain-containing protein YbeU"	679508	680215	"+"	"CDS"	NA	"b0648"
851	"b0649"	"djlC"	NA	"co-chaperone DjlC"	680212	681663	"+"	"CDS"	NA	"b0649"
852	"b0650"	"hscC"	NA	"chaperone protein HscC"	681723	683393	"-"	"CDS"	NA	"b0650"
853	"b0651"	"rihA"	NA	"pyrimidine-specific ribonucleoside hydrolase RihA"	683477	684412	"-"	"CDS"	NA	"b0651"
854	"b0652"	"gltL"	NA	"glutamate/aspartate ABC transporter ATP binding subunit"	684530	685255	"-"	"CDS"	NA	"b0652"
855	"b0653"	"gltK"	NA	"glutamate/aspartate ABC transporter membrane subunit GltK"	685255	685929	"-"	"CDS"	NA	"b0653"
856	"b0654"	"gltJ"	NA	"glutamate/aspartate ABC transporter membrane subunit GltJ"	685929	686669	"-"	"CDS"	NA	"b0654"
857	"b0655"	"gltI"	NA	"glutamate/aspartate ABC transporter periplasmic binding protein"	686839	687747	"-"	"CDS"	NA	"b0655"
858	"b0657"	"lnt"	NA	"apolipoprotein N-acyltransferase"	689343	690881	"-"	"CDS"	NA	"b0657"
859	"b0658"	"ybeX"	NA	"CorC-HlyC family protein YbeX"	690906	691784	"-"	"CDS"	NA	"b0658"
860	"b0659"	"ybeY"	NA	"endoribonuclease YbeY"	691874	692341	"-"	"CDS"	NA	"b0659"
861	"b0660"	"ybeZ"	NA	"PhoH-like protein"	692338	693378	"-"	"CDS"	NA	"b0660"
862	"b0661"	"miaB"	NA	"isopentenyl-adenosine A37 tRNA methylthiolase"	693531	694955	"-"	"CDS"	NA	"b0661"
863	"b0674"	"asnB"	NA	"asparagine synthetase B"	697513	699177	"-"	"CDS"	NA	"b0674"
864	"b0675"	"umpH"	NA	"UMP phosphatase"	699574	700326	"-"	"CDS"	NA	"b0675"
865	"b0677"	"nagA"	NA	"N-acetylglucosamine-6-phosphate deacetylase"	701603	702751	"-"	"CDS"	NA	"b0677"
866	"b0678"	"nagB"	NA	"glucosamine-6-phosphate deaminase"	702811	703611	"-"	"CDS"	NA	"b0678"
867	"b0679"	"nagE"	NA	"N-acetylglucosamine specific PTS enzyme IIABC component"	703944	705890	"+"	"CDS"	NA	"b0679"
868	"b0680"	"glnS"	NA	"glutamine--tRNA ligase"	706093	707757	"+"	"CDS"	NA	"b0680"
869	"b0681"	"chiP"	NA	"chitobiose outer membrane channel"	708334	709740	"+"	"CDS"	NA	"b0681"
870	"b0682"	"chiQ"	NA	"lipoprotein ChiQ"	709790	710116	"+"	"CDS"	NA	"b0682"
871	"b4637"	"uof"	NA	"RyhB-regulated fur leader peptide"	710639	710725	"-"	"CDS"	NA	"b4637"
872	"b0684"	"fldA"	NA	"flavodoxin 1"	710935	711465	"-"	"CDS"	NA	"b0684"
873	"b0686"	"ybfF"	NA	"esterase"	712038	712802	"-"	"CDS"	NA	"b0686"
874	"b0687"	"seqA"	NA	"SeqA, negative modulator of initiation of replication"	712987	713532	"+"	"CDS"	NA	"b0687"
875	"b0688"	"pgm"	NA	"phosphoglucomutase"	713558	715198	"+"	"CDS"	NA	"b0688"
876	"b0689"	"ybfP"	NA	"lipoprotein YbfP"	715412	715906	"+"	"CDS"	NA	"b0689"
877	"b0692"	"potE"	NA	"putrescine:H(+) symporter/putrescine:ornithine antiporter PotE"	716946	718265	"-"	"CDS"	NA	"b0692"
878	"b0693"	"speF"	NA	"ornithine decarboxylase, degradative"	718262	720460	"-"	"CDS"	NA	"b0693"
879	"b4590"	"ybfK"	NA	"uncharacterized protein YbfK"	720583	720840	"+"	"CDS"	NA	"b4590"
880	"b0695"	"kdpD"	NA	"sensory histidine kinase KdpD"	721730	724414	"-"	"CDS"	NA	"b0695"
881	"b0696"	"kdpC"	NA	"K(+) transporting P-type ATPase subunit KdpC"	724407	724979	"-"	"CDS"	NA	"b0696"
882	"b0697"	"kdpB"	NA	"K(+) transporting P-type ATPase subunit KdpB"	724988	727036	"-"	"CDS"	NA	"b0697"
883	"b0698"	"kdpA"	NA	"K(+) transporting P-type ATPase subunit KdpA"	727059	728732	"-"	"CDS"	NA	"b0698"
884	"b4513"	"kdpF"	NA	"K(+) transporting P-type ATPase subunit KdpF"	728732	728821	"-"	"CDS"	NA	"b4513"
885	"b0699"	"ybfA"	NA	"DUF2517 domain-containing protein YbfA"	729134	729340	"+"	"CDS"	NA	"b0699"
886	"b0700"	"rhsC"	NA	"rhs element protein RhsC"	729583	733776	"+"	"CDS"	NA	"b0700"
887	"b0702"	"ybfB"	NA	"uncharacterized protein YbfB"	733776	734102	"+"	"CDS"	NA	"b0702"
888	"b0704"	"ybfC"	NA	"uncharacterized protein YbfC"	735650	736219	"+"	"CDS"	NA	"b0704"
889	"b0706"	"ybfD"	NA	"H repeat-associated putative transposase YbfD"	738092	738853	"+"	"CDS"	NA	"b0706"
890	"b0707"	"ybgA"	NA	"DUF1722 domain-containing protein YbgA"	739001	739510	"+"	"CDS"	NA	"b0707"
891	"b0708"	"phr"	NA	"deoxyribodipyrimidine photolyase (photoreactivation)"	739507	740925	"+"	"CDS"	NA	"b0708"
892	"b0709"	"dtpD"	NA	"dipeptide:H(+) symporter DtpD"	741075	742556	"-"	"CDS"	NA	"b0709"
893	"b0710"	"ybgI"	NA	"radiation resistance protein YbgI"	742827	743570	"+"	"CDS"	NA	"b0710"
894	"b0711"	"ybgJ"	NA	"5-oxoprolinase component B"	743593	744249	"+"	"CDS"	NA	"b0711"
895	"b0712"	"ybgK"	NA	"5-oxoprolinase component C"	744243	745175	"+"	"CDS"	NA	"b0712"
896	"b0713"	"ybgL"	NA	"5-oxoprolinase component A"	745165	745899	"+"	"CDS"	NA	"b0713"
897	"b0714"	"nei"	NA	"endonuclease VIII"	745935	746726	"+"	"CDS"	NA	"b0714"
898	"b0715"	"abrB"	NA	"putative regulator"	746723	747769	"-"	"CDS"	NA	"b0715"
899	"b0716"	"ybgO"	NA	"putative fimbrial protein YbgO"	747921	748982	"-"	"CDS"	NA	"b0716"
900	"b0717"	"ybgP"	NA	"putative fimbrial chaperone YbgP"	748979	749707	"-"	"CDS"	NA	"b0717"
901	"b0718"	"ybgQ"	NA	"putative fimbrial usher protein YbgQ"	749722	752169	"-"	"CDS"	NA	"b0718"
902	"b0719"	"ybgD"	NA	"putative fimbrial protein YbgD"	752229	752795	"-"	"CDS"	NA	"b0719"
903	"b0720"	"gltA"	NA	"citrate synthase"	753185	754468	"-"	"CDS"	NA	"b0720"
904	"b0721"	"sdhC"	NA	"succinate:quinone oxidoreductase, membrane protein SdhC"	755177	755566	"+"	"CDS"	NA	"b0721"
905	"b0722"	"sdhD"	NA	"succinate:quinone oxidoreductase, membrane protein SdhD"	755560	755907	"+"	"CDS"	NA	"b0722"
906	"b0723"	"sdhA"	NA	"succinate:quinone oxidoreductase, FAD binding protein"	755907	757673	"+"	"CDS"	NA	"b0723"
907	"b0724"	"sdhB"	NA	"succinate:quinone oxidoreductase, iron-sulfur cluster binding protein"	757689	758405	"+"	"CDS"	NA	"b0724"
908	"b0726"	"sucA"	NA	"subunit of E1(0) component of 2-oxoglutarate dehydrogenase"	758706	761507	"+"	"CDS"	NA	"b0726"
909	"b0727"	"sucB"	NA	"dihydrolipoyltranssuccinylase"	761522	762739	"+"	"CDS"	NA	"b0727"
910	"b0728"	"sucC"	NA	"succinyl-CoA synthetase subunit beta"	763014	764180	"+"	"CDS"	NA	"b0728"
911	"b0729"	"sucD"	NA	"succinyl-CoA synthetase subunit alpha"	764180	765049	"+"	"CDS"	NA	"b0729"
912	"b0731"	"mngA"	NA	"2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II"	765984	767960	"+"	"CDS"	NA	"b0731"
913	"b0732"	"mngB"	NA	"alpha-mannosidase"	767978	770611	"+"	"CDS"	NA	"b0732"
914	"b0733"	"cydA"	NA	"cytochrome bd-I ubiquinol oxidase subunit I"	771458	773026	"+"	"CDS"	NA	"b0733"
915	"b0734"	"cydB"	NA	"cytochrome bd-I ubiquinol oxidase subunit II"	773042	774181	"+"	"CDS"	NA	"b0734"
916	"b4515"	"cydX"	NA	"cytochrome bd-I ubiquinol oxidase subunit CydX"	774196	774309	"+"	"CDS"	NA	"b4515"
917	"b0735"	"ybgE"	NA	"cyd operon protein YbgE"	774309	774602	"+"	"CDS"	NA	"b0735"
918	"b0736"	"ybgC"	NA	"esterase/thioesterase"	774752	775156	"+"	"CDS"	NA	"b0736"
919	"b0737"	"tolQ"	NA	"Tol-Pal system protein TolQ"	775153	775845	"+"	"CDS"	NA	"b0737"
920	"b0738"	"tolR"	NA	"Tol-Pal system protein TolR"	775849	776277	"+"	"CDS"	NA	"b0738"
921	"b0739"	"tolA"	NA	"Tol-Pal system protein TolA"	776342	777607	"+"	"CDS"	NA	"b0739"
922	"b0740"	"tolB"	NA	"Tol-Pal system periplasmic protein TolB"	777740	779032	"+"	"CDS"	NA	"b0740"
923	"b0741"	"pal"	NA	"peptidoglycan-associated outer membrane lipoprotein Pal"	779067	779588	"+"	"CDS"	NA	"b0741"
924	"b0742"	"ybgF"	NA	"cell division coordinator CpoB"	779598	780389	"+"	"CDS"	NA	"b0742"
925	"b0750"	"nadA"	NA	"quinolinate synthase"	782085	783128	"+"	"CDS"	NA	"b0750"
926	"b0751"	"pnuC"	NA	"nicotinamide riboside transporter"	783166	783885	"+"	"CDS"	NA	"b0751"
927	"b0752"	"zitB"	NA	"Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter"	783882	784823	"-"	"CDS"	NA	"b0752"
928	"b0753"	"ybgS"	NA	"PF13985 family protein YbgS"	784937	785317	"-"	"CDS"	NA	"b0753"
929	"b0754"	"aroG"	NA	"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive"	785633	786685	"+"	"CDS"	NA	"b0754"
930	"b0755"	"gpmA"	NA	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"	786843	787595	"-"	"CDS"	NA	"b0755"
931	"b0756"	"galM"	NA	"galactose-1-epimerase"	787797	788837	"-"	"CDS"	NA	"b0756"
932	"b0757"	"galK"	NA	"galactokinase"	788831	789979	"-"	"CDS"	NA	"b0757"
933	"b0758"	"galT"	NA	"galactose-1-phosphate uridylyltransferase"	789983	791029	"-"	"CDS"	NA	"b0758"
934	"b0759"	"galE"	NA	"UDP-glucose 4-epimerase"	791039	792055	"-"	"CDS"	NA	"b0759"
935	"b0760"	"modF"	NA	"ABC family protein ModF"	792316	793788	"-"	"CDS"	NA	"b0760"
