Consensus_bnumber	Consensus_symbol	Consensus_start	Consensus_stop	Consensus_strand	Consensus_TF	gene_synonyms	product_synonyms	RegulonDB_gene_id	RegulonDB_symbol	RegulonDB_bnumber	RegulonDB_strand	RegulonDB_type	RegulonDB_product_id	RegulonDB_product_name	RegulonDB_product_type	RegulonDB_start	RegulonDB_stop	RegulonDB_TF	refseq_id
b1210	hemA	1263714	1264970	+	0	"b1210,ECK1198,EG10427,gtrA,hemA,ECK120000420"	"GtrA,HemA,ECK120004896,NP_415728.1"	ECK120000420	hemA	b1210	+	NA	ECK120004896	glutamyl-tRNA reductase	NA	1263714	1264970	0	NP_415728.1
b1211	prfA	1265012	1266094	+	0	"b1211,ECK1199,EG10761,sueB,uar,ups?,prfA,ECK120000752"	"PrfA,SueB,Uar,ECK120005228,NP_415729.1"	ECK120000752	prfA	b1211	+	NA	ECK120005228	peptide chain release factor RF1	NA	1265012	1266094	0	NP_415729.1
b1212	prmC	1266094	1266927	+	0	"b1212,ECK1200,EG12424,hemK,prmC,ECK120002282"	"HemK,PrmC,ECK120006757,NP_415730.1"	ECK120002282	prmC	b1212	+	NA	ECK120006757	protein-(glutamine-<i>N</i><sup>5</sup>) methyltransferase	NA	1266094	1266927	0	NP_415730.1
b1213	ychQ	1266924	1267316	+	0	"b1213,ECK1201,G6630,sirB2,ychQ,ECK120003225"	"YchQ,ECK120007684,NP_415731.1"	ECK120003225	ychQ	b1213	+	NA	ECK120007684	SirB family protein YchQ	NA	1266924	1267316	0	NP_415731.1
b1214	ychA	1267320	1268129	+	0	"b1214,ECK1202,EG11251,sirB1,ychA,ECK120001226"	"YchA,ECK120005702,NP_415732.1"	ECK120001226	ychA	b1214	+	NA	ECK120005702	transglutaminase-like/TPR repeat-containing protein	NA	1267320	1268129	0	NP_415732.1
b1215	kdsA	1268165	1269019	+	0	"b1215,ECK1203,EG10518,kdsA,ECK120000511"	"KdsA,ECK120004987,NP_415733.1"	ECK120000511	kdsA	b1215	+	NA	ECK120004987	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase	NA	1268165	1269019	0	NP_415733.1
b4419	ldrA	1269168	1269275	-	0	"b4419,ECK1204,G0-9602,ldrA,ECK120002655"	"LdrA,ECK120007129,YP_025297.1"	ECK120002655	ldrA	b4419	-	NA	ECK120007129	small toxic polypeptide LdrA	NA	1269168	1269275	0	YP_025297.1
b4420	rdlA	1269323	1269389	+	0	"b4420,ECK1205,G0-9603,b4420_ncRNA_1269322_1269389,rdlA,ECK120002656"	"putative antisense RNA regulator of LdrA,RdlA antisense RNA, putative regulator of LdrA,ECK120007130"	ECK120002656	rdlA	b4420	+	NA	ECK120007130	RdlA	small RNA	1269323	1269389	0	NA
b4421	ldrB	1269703	1269810	-	0	"b4421,ECK1206,G0-9605,ldrB,ECK120002657"	"LdrB,ECK120007131,YP_025298.1"	ECK120002657	ldrB	b4421	-	NA	ECK120007131	small toxic polypeptide LdrB	NA	1269703	1269810	0	YP_025298.1
b4422	rdlB	1269858	1269923	+	0	"b4422,ECK1207,G0-9606,b4422_ncRNA_1269857_1269923,rdlB,ECK120002658"	"small regulatory antisense RNA RdlB,ECK120007132"	ECK120002658	rdlB	b4422	+	NA	ECK120007132	RdlB	small RNA	1269858	1269923	0	NA
b4423	ldrC	1270238	1270345	-	0	"b4423,ECK1208,G0-9607,ldrC,ECK120002659"	"LdrC,ECK120007133,YP_025299.1"	ECK120002659	ldrC	b4423	-	NA	ECK120007133	small toxic polypeptide LdrC	NA	1270238	1270345	0	YP_025299.1
b4424	rdlC	1270393	1270460	+	0	"b4424,ECK1209,G0-9608,b4424_ncRNA_1270392_1270460,rdlC,ECK120002660"	"small regulatory antisense RNA RdlC,ECK120007134"	ECK120002660	rdlC	b4424	+	NA	ECK120007134	RdlC	small RNA	1270393	1270460	0	NA
b1216	chaA	1270749	1271849	-	0	"b1216,ECK1210,EG11753,chaA,ECK120001691"	"ChaA,ECK120006167,NP_415734.1"	ECK120001691	chaA	b1216	-	NA	ECK120006167	Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA	NA	1270749	1271849	0	NP_415734.1
b1217	chaB	1272119	1272349	+	0	"b1217,ECK1211,EG12402,chaB,ECK120002264"	"ChaB,ECK120006739,NP_415735.1"	ECK120002264	chaB	b1217	+	NA	ECK120006739	putative cation transport regulator ChaB	NA	1272119	1272349	0	NP_415735.1
b1218	chaC	1272507	1273202	+	0	"b1218,ECK1212,EG12403,chaC,ECK120002265"	"ChaC,ECK120006740,NP_415736.2"	ECK120002265	chaC	b1218	+	NA	ECK120006740	glutathione-specific &gamma;-glutamylcyclotransferase	NA	1272507	1273202	0	NP_415736.2
b1219	ychN	1273246	1273599	-	0	"b1219,ECK1213,EG12404,ychN,ECK120002266"	"YchN,ECK120006741,NP_415737.1"	ECK120002266	ychN	b1219	-	NA	ECK120006741	DsrE/F sulfur relay family protein YchN	NA	1273246	1273599	0	NP_415737.1
b1220	ychO	1273784	1275178	+	0	"b1220,ECK1214,EG12405,ychP,ychO,ECK120002267"	"YchO,YchP,ECK120006742,NP_415738.2"	ECK120002267	ychO	b1220	+	NA	ECK120006742	putative invasin YchO	NA	1273784	1275178	0	NP_415738.2
b1221	narL	1275179	1275829	-	1	"b1221,ECK1215,EG10643,frdR,narR,narL,ECK120000636"	"FrdR,NarL,NarR,nitrate/nitrite response regulator NarL,ECK120005112,NP_415739.1"	ECK120000636	narL	b1221	-	NA	ECK120005112	DNA-binding transcriptional dual regulator NarL	NA	1275179	1275829	1	NP_415739.1
b1222	narX	1275822	1277618	-	0	"b1222,ECK1216,EG10646,frd1,frdR,narR,narX,ECK120000639"	"FrdR,NarR,NarX,ECK120005115,NP_415740.1"	ECK120000639	narX	b1222	-	NA	ECK120005115	sensory histidine kinase NarX	NA	1275822	1277618	0	NP_415740.1
U00096_ncRNA_1276857_1276937	nc3	1276081	1276160	+	NA	"U00096_ncRNA_1276857_1276937,nc3,ECK125203398"	"trans-encoded antisense RNA,ECK125203399"	ECK125203398	nc3	NA	+	NA	ECK125203399	Nc3	small RNA	1276081	1276160	NA	NA
b1223	narK	1277957	1279348	+	0	"b1223,ECK1217,EG10642,narK,ECK120000635"	"NarK,NarK MFS nitrite transporter,ECK120005111,NP_415741.1"	ECK120000635	narK	b1223	+	NA	ECK120005111	nitrate:nitrite antiporter NarK	NA	1277957	1279348	0	NP_415741.1
b1224	narG	1279864	1283607	+	0	"b1224,chlC,ECK1218,EG10638,narC,narG,ECK120000631"	"ChlC,NarC,NarG,ECK120005107,NP_415742.1"	ECK120000631	narG	b1224	+	NA	ECK120005107	nitrate reductase A subunit &alpha;	NA	1279864	1283607	0	NP_415742.1
b1225	narH	1283604	1285142	+	0	"b1225,chlC,ECK1219,EG10639,narH,ECK120000632"	"ChlC,NarH,ECK120005108,NP_415743.1"	ECK120000632	narH	b1225	+	NA	ECK120005108	nitrate reductase A subunit &beta;	NA	1283604	1285142	0	NP_415743.1
b1226	narJ	1285139	1285849	+	0	"b1226,ECK1220,EG10641,narJ,ECK120000634"	"molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1,NarJ,ECK120005110,NP_415744.1"	ECK120000634	narJ	b1226	+	NA	ECK120005110	nitrate reductase 1 molybdenum cofactor assembly chaperone	NA	1285139	1285849	0	NP_415744.1
b1227	narI	1285849	1286526	+	0	"b1227,chlI,ECK1221,EG10640,narI,ECK120000633"	"ChlI,NarI,ECK120005109,NP_415745.1"	ECK120000633	narI	b1227	+	NA	ECK120005109	nitrate reductase A subunit &gamma;	NA	1285849	1286526	0	NP_415745.1
b1228	ychS	1286709	1286984	+	0	"b1228,ECK1222,G6631,ychS,ECK120003226"	"YchS,ECK120007685"	ECK120003226	ychS	b1228	+	NA	ECK120007685	putative uncharacterized protein YchS	NA	1286709	1286984	0	NA
b4425	rttR	1287066	1287236	-	0	"b4425,ECK1223,G0-9609,rtT,b4425_ncRNA_1287065_1287236,rttR,ECK120002661"	"rttR,small RNA processed from <i>tyrT</i> transcript,small RNA RttR,ECK120007135"	ECK120002661	rttR	b4425	-	NA	ECK120007135	RtT	small RNA	1287066	1287236	0	NA
b1229	tpr	1287087	1287176	-	0	"b1229,ECK1224,EG11016,tpr,ECK120001005"	"Tpr,ECK120005481,NP_415747.2"	ECK120001005	tpr	b1229	-	NA	ECK120005481	protamine-like protein	NA	1287087	1287176	0	NP_415747.2
b1230	tyrV	1287244	1287328	-	0	"b1230,ECK1225,EG30108,tyrTbeta,b1230_tRNA_1287243_1287328,tyrV,ECK120002550"	"tRNA<sup>tyrV</sup>,ECK120007024"	ECK120002550	tyrV	b1230	-	NA	ECK120007024	tRNA-Tyr(GUA)	tRNAs	1287244	1287328	0	NA
b1231	tyrT	1287538	1287622	-	0	"b1231,ECK1226,EG30106,Su-3,Su-4,su(c),suIII,supC,supFsupO,tyrTalpha,b1231_tRNA_1287537_1287622,tyrT,ECK120002548"	"tRNA<sup>tyrT</sup>,ECK120007022"	ECK120002548	tyrT	b1231	-	NA	ECK120007022	tRNA-Tyr(GUA)	tRNAs	1287538	1287622	0	NA
b1232	purU	1287782	1288624	-	0	"b1232,ECK1227,EG11819,tgs,ychI,purU,ECK120001751"	"PurU,Tgs,YchI,ECK120006227,NP_415748.1"	ECK120001751	purU	b1232	-	NA	ECK120006227	formyltetrahydrofolate deformylase	NA	1287782	1288624	0	NP_415748.1
b1233	ychJ	1288674	1289132	-	0	"b1233,ECK1228,EG12119,ychJ,ECK120002022"	"YchJ,ECK120006498,NP_415749.1"	ECK120002022	ychJ	b1233	-	NA	ECK120006498	NTF2-like domain-containing protein YchJ	NA	1288674	1289132	0	NP_415749.1
b1234	rssA	1289245	1290150	+	0	"b1234,ECK1229,EG12120,ychK,rssA,ECK120002023"	"RssA,YchK,ECK120006499,NP_415750.2"	ECK120002023	rssA	b1234	+	NA	ECK120006499	putative patatin-like phospholipase RssA	NA	1289245	1290150	0	NP_415750.2
b1235	rssB	1290242	1291255	+	0	"b1235,ECK1230,EG12121,hnr,sprE,ychL,rssB,ECK120002024"	"Hnr,RssB,SprE,YchL,ECK120006500,NP_415751.1"	ECK120002024	rssB	b1235	+	NA	ECK120006500	regulator of RpoS	NA	1290242	1291255	0	NP_415751.1
b1236	galU	1291457	1292365	+	0	"b1236,ECK1231,EG11319,ychD,galU,ECK120001290"	"GalU,YchD,ECK120005766,NP_415752.1"	ECK120001290	galU	b1236	+	NA	ECK120005766	UTP&mdash;glucose-1-phosphate uridylyltransferase	NA	1291457	1292365	0	NP_415752.1
b1237	hns	1292509	1292922	-	1	"B1,b1237,bglY,cur,drc,drdX,drs,ECK1232,EG10457,fimG,H1,hnsA,irk,msyA,osmZ,pilG,topS,topX,virR,hns,ECK120000450"	"BglY,Cur,DNA-binding protein HLP-II (HU, BH2, HD, NS),Drc,DrdX,Drs,FimG,H-NS,Hns,HnsA,Irk,MsyA,OsmZ,PilG,TopS,TopX,VirR,ECK120004926,HNS,NP_415753.1"	ECK120000450	hns	b1237	-	NA	ECK120004926	DNA-binding transcriptional dual regulator H-NS	NA	1292509	1292922	1	NP_415753.1
b1238	tdk	1293527	1294144	+	0	"b1238,ECK1233,EG10994,tdk,ECK120000983"	"Tdk,ECK120005459,NP_415754.1"	ECK120000983	tdk	b1238	+	NA	ECK120005459	thymidine/deoxyuridine kinase	NA	1293527	1294144	0	NP_415754.1
b4573	insZ	1294426	1295322	-	0	"b1239,b1240,b4573,ECK1234,G6632,ychG,insZ,ECK120003227"	"b4573,ECK120007686"	ECK120003227	insZ	b4573	-	Pseudo Gene	ECK120007686	putative transposase InsZ	NA	1294426	1295322	0	NA
b1241	adhE	1295446	1298121	-	0	"adhC,ana,b1241,ECK1235,EG10031,adhE,ECK120000028"	"AdhC,AdhE,Ana,ECK120004504,NP_415757.1"	ECK120000028	adhE	b1241	-	NA	ECK120004504	aldehyde/alcohol dehydrogenase AdhE	NA	1295446	1298121	0	NP_415757.1
b4771	ychT	1298514	1298567	+	0	"b4771,ECK4627,G0-17017,ychT,ECK125286396"	"YchT,ECK125286456"	ECK125286396	ychT	b4771	+	NA	ECK125286456	protein YchT	NA	1298514	1298567	0	NA
b1242	ychE	1298598	1299245	+	0	"b1242,ECK1236,EG11342,ychE,ECK120001313"	"YchE,ECK120005789,NP_415758.1"	ECK120001313	ychE	b1242	+	NA	ECK120005789	MarC family putative inner membrane protein YchE	NA	1298598	1299245	0	NP_415758.1
U00096_ncRNA_1298696_1298951	oppA5'	1298697	1298951	+	NA	"U00096_ncRNA_1298696_1298951,oppA5p,oppA5',ECK125121991"	"ig:771,RNA0-359,ECK125122016"	ECK125121991	oppA5'	NA	+	NA	ECK125122016	OppA5'	small RNA	NA	NA	NA	NA
b4711	insH21	1299567	1300547	+	0	"b4711,ECK4568,G0-16639,insH21,ECK125229292"	"InsH21,ECK125229299"	ECK125229292	insH21	b4711	+	NA	ECK125229299	IS<i>5</i> transposase and trans-activator	NA	1299567	1300547	0	NA
b1243	oppA	1301182	1302813	+	0	"b1243,ECK1237,EG10674,oppA,ECK120000667"	"OppA,ECK120005143,NP_415759.1"	ECK120000667	oppA	b1243	+	NA	ECK120005143	oligopeptide ABC transporter periplasmic binding protein	NA	1301182	1302813	0	NP_415759.1
b1244	oppB	1302899	1303819	+	0	"b1244,ECK1238,EG10675,oppB,ECK120000668"	"OppB,ECK120005144,NP_415760.1"	ECK120000668	oppB	b1244	+	NA	ECK120005144	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB	NA	1302899	1303819	0	NP_415760.1
b1245	oppC	1303834	1304742	+	0	"b1245,ECK1239,EG10676,oppC,ECK120000669"	"OppC,ECK120005145,NP_415761.1"	ECK120000669	oppC	b1245	+	NA	ECK120005145	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC	NA	1303834	1304742	0	NP_415761.1
b1246	oppD	1304754	1305767	+	0	"b1246,ECK1240,EG10677,oppD,ECK120000670"	"OppD,ECK120005146,YP_025300.1"	ECK120000670	oppD	b1246	+	NA	ECK120005146	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppD	NA	1304754	1305767	0	YP_025300.1
b1247	oppF	1305764	1306768	+	0	"b1247,ECK1241,EG10678,oppF,ECK120000671"	"OppF,ECK120005147,NP_415763.1"	ECK120000671	oppF	b1247	+	NA	ECK120005147	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF	NA	1305764	1306768	0	NP_415763.1
b1248	yciU	1306821	1307150	-	0	"b1248,ECK1242,G6633,yciU,ECK120003228"	"YciU,ECK120007687,NP_415764.4"	ECK120003228	yciU	b1248	-	NA	ECK120007687	DUF440 domain-containing protein YciU	NA	1306821	1307150	0	NP_415764.4
b1249	clsA	1307185	1308645	-	0	"b1249,cls,ECK1243,EG11608,nov,yciJ,clsA,ECK120001556"	"cardiolipin synthase 1,Cls,ClsA,Nov,YciJ,ECK120006032,NP_415765.1"	ECK120001556	clsA	b1249	-	NA	ECK120006032	cardiolipin synthase A	NA	1307185	1308645	0	NP_415765.1
b4595	yciY	1308788	1308961	+	0	"b4595,ECK4405,G0-8891,yciY,ECK120002602"	"YciY,ECK120007076,YP_001165316.1"	ECK120002602	yciY	b4595	+	NA	ECK120007076	uncharacterized protein YciY	NA	1308788	1308961	0	YP_001165316.1
b1250	kch	1309016	1310269	-	0	"b1250,ECK1244,EG11606,kch,ECK120001554"	"Kch,ECK120006030,NP_415766.1"	ECK120001554	kch	b1250	-	NA	ECK120006030	K<sup>+</sup> channel Kch	NA	1309016	1310269	0	NP_415766.1
b1251	yciI	1310569	1310865	-	0	"b1251,ECK1245,EG11607,yciI,ECK120001555"	"YciI,ECK120006031,NP_415767.2"	ECK120001555	yciI	b1251	-	NA	ECK120006031	protein YciI	NA	1310569	1310865	0	NP_415767.2
b1252	tonB	1311089	1311808	+	0	"b1252,ECK1246,EG11012,exbA,T1rec,tonB,ECK120001001"	"ExbA,TonB,ECK120005477,NP_415768.1"	ECK120001001	tonB	b1252	+	NA	ECK120005477	Ton complex subunit TonB	NA	1311089	1311808	0	NP_415768.1
b1253	yciA	1311848	1312246	-	0	"b1253,ECK1247,EG11121,yciA,ECK120001105"	"YciA,ECK120005581,NP_415769.1"	ECK120001105	yciA	b1253	-	NA	ECK120005581	acyl-CoA thioesterase YciA	NA	1311848	1312246	0	NP_415769.1
b1254	yciB	1312351	1312890	-	0	"b1254,ECK1248,EG11122,yciB,ECK120001106"	"YciB,ECK120005582,NP_415770.1"	ECK120001106	yciB	b1254	-	NA	ECK120005582	inner membrane protein	NA	1312351	1312890	0	NP_415770.1
b1255	yciC	1312920	1313663	-	0	"b1255,ECK1249,EG11123,yciC,ECK120001107"	"YciC,ECK120005583,NP_415771.1"	ECK120001107	yciC	b1255	-	NA	ECK120005583	putative inner membrane protein	NA	1312920	1313663	0	NP_415771.1
b1256	ompW	1314020	1314658	+	0	"b1256,ECK1250,EG11124,yciD,ompW,ECK120001108"	"OmpW,YciD,ECK120005584,NP_415772.1"	ECK120001108	ompW	b1256	+	NA	ECK120005584	outer membrane protein W	NA	1314020	1314658	0	NP_415772.1
b1257	yciE	1314718	1315224	-	0	"b1257,ECK1251,EG11125,yciE,ECK120001109"	"YciE,ECK120005585,NP_415773.1"	ECK120001109	yciE	b1257	-	NA	ECK120005585	DUF892 domain-containing protein YciE	NA	1314718	1315224	0	NP_415773.1
b1258	yciF	1315270	1315770	-	0	"b1258,ECK1252,EG11126,yciF,ECK120001110"	"YciF,ECK120005586,NP_415774.1"	ECK120001110	yciF	b1258	-	NA	ECK120005586	DUF892 domain-containing protein YciF	NA	1315270	1315770	0	NP_415774.1
b1259	yciG	1315856	1316035	-	0	"b1259,ECK1253,EG11127,yciG,ECK120001111"	"YciG,ECK120005587,NP_415775.4"	ECK120001111	yciG	b1259	-	NA	ECK120005587	stress-induced bacterial acidophilic repeat motifs-containing protein YciG	NA	1315856	1316035	0	NP_415775.4
b1260	trpA	1316416	1317222	-	0	"b1260,ECK1254,EG11024,try,tryp,trpA,ECK120001013"	"&alpha; subunit,A protein,TrpA,Try,TSase &alpha;,ECK120005489,NP_415776.1"	ECK120001013	trpA	b1260	-	NA	ECK120005489	tryptophan synthase subunit &alpha;	NA	1316416	1317222	0	NP_415776.1
b1261	trpB	1317222	1318415	-	0	"b1261,ECK1255,EG11025,trpB,ECK120001014"	"&beta; subunit,TrpB,ECK120005490,NP_415777.1"	ECK120001014	trpB	b1261	-	NA	ECK120005490	tryptophan synthase subunit &beta;	NA	1317222	1318415	0	NP_415777.1
b1262	trpC	1318427	1319788	-	0	"b1262,ECK1256,EG11026,trpCF,trpF,trpC,ECK120001015"	"TrpC,TrpF,ECK120005491,NP_415778.3"	ECK120001015	trpC	b1262	-	NA	ECK120005491	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	NA	1318427	1319788	0	NP_415778.3
b1263	trpD	1319789	1321384	-	0	"b1263,ECK1257,EG11027,trpGD,trpD,ECK120001016"	"anthranilate synthase component II,TrpD,TrpGD,ECK120005492,NP_415779.1"	ECK120001016	trpD	b1263	-	NA	ECK120005492	anthranilate synthase subunit TrpD	NA	1319789	1321384	0	NP_415779.1
b1264	trpE	1321384	1322946	-	0	"anth,b1264,ECK1258,EG11028,tryD,tryp-4,trpE,ECK120001017"	"&alpha; subunit,anthranilate synthase component I,TrpE,TryD,ECK120005493,NP_415780.1"	ECK120001017	trpE	b1264	-	NA	ECK120005493	anthranilate synthase subunit TrpE	NA	1321384	1322946	0	NP_415780.1
b1265	trpL	1323038	1323082	-	0	"b1265,ECK1259,EG11274,trpEE,trpL,ECK120001248"	"TrpL,ECK120005724,NP_415781.1"	ECK120001248	trpL	b1265	-	NA	ECK120005724	<i>trp</i> operon leader peptide	NA	1323038	1323082	0	NP_415781.1
b1266	yciV	1323220	1324101	+	0	"b1266,ECK1260,G6634,trpH,yciV,ECK120003229"	"RNase AM,TrpH,YciV,ECK120007688,NP_415782.1"	ECK120003229	yciV	b1266	+	NA	ECK120007688	RNA/ssDNA 5'&rarr;3' exonuclease	NA	1323220	1324101	0	NP_415782.1
b1267	yciO	1324098	1324718	+	0	"b1267,ECK1261,G6635,yciO,ECK120003230"	"YciO,ECK120007689,NP_415783.6"	ECK120003230	yciO	b1267	+	NA	ECK120007689	putative RNA-binding protein YciO	NA	1324098	1324718	0	NP_415783.6
b1268	yciQ	1324746	1326641	+	0	"b1268,ECK1262,G6636,yciP,yciQ,ECK120003231"	"YciP,YciQ,ECK120007690,NP_415784.1"	ECK120003231	yciQ	b1268	+	NA	ECK120007690	DUF2207 domain-containing protein YciQ	NA	1324746	1326641	0	NP_415784.1
b1269	rluB	1326852	1327727	+	0	"b1269,ECK1263,EG12433,yciL,rluB,ECK120002288"	"ribosomal large subunit pseudouridine synthase B,RluB,YciL,ECK120006763,NP_415785.1"	ECK120002288	rluB	b1269	+	NA	ECK120006763	23S rRNA pseudouridine<sup>2605</sup> synthase	NA	1326852	1327727	0	NP_415785.1
b1270	btuR	1327767	1328357	-	0	"b1270,cobA,ECK1264,EG10130,btuR,ECK120000126"	"BtuR,CobA,ECK120004602,NP_415786.1"	ECK120000126	btuR	b1270	-	NA	ECK120004602	cobinamide/cobalamin adenosyltransferase	NA	1327767	1328357	0	NP_415786.1
b1271	yciK	1328354	1329112	-	0	"b1271,ECK1265,EG11759,yciK,ECK120001695"	"YciK,ECK120006171,NP_415787.1"	ECK120001695	yciK	b1271	-	NA	ECK120006171	putative oxidoreductase	NA	1328354	1329112	0	NP_415787.1
b1272	sohB	1329332	1330381	+	0	"b1272,ECK1266,EG10956,sohB,ECK120000945"	"SohB,ECK120005421,NP_415788.1"	ECK120000945	sohB	b1272	+	NA	ECK120005421	S49 peptidase family protein	NA	1329332	1330381	0	NP_415788.1
b1273	yciN	1330417	1330668	-	0	"b1273,ECK1267,EG12868,yciN,ECK120002411"	"YciN,ECK120006886,NP_415789.1"	ECK120002411	yciN	b1273	-	NA	ECK120006886	protein YciN	NA	1330417	1330668	0	NP_415789.1
b1274	topA	1331048	1333645	+	0	"b1274,ECK1268,EG11013,supX,topA,ECK120001002"	"DNA topoisomerase I (&omega; protein),SupX,TopA,Topo I,ECK120005478,NP_415790.1"	ECK120001002	topA	b1274	+	NA	ECK120005478	DNA topoisomerase 1	NA	1331048	1333645	0	NP_415790.1
b1275	cysB	1333855	1334829	+	1	"b1275,ECK1269,EG10184,cysB,ECK120000179"	"CysB,positive transcriptional regulator for cysteine regulon,ECK120004655,NP_415791.1"	ECK120000179	cysB	b1275	+	NA	ECK120004655	DNA-binding transcriptional dual regulator CysB	NA	1333855	1334829	1	NP_415791.1
b4522	ymiA	1335148	1335288	+	0	"b4522,ECK4433,G0-10512,yciX_1,ymiA,ECK120016922"	"YmiA,ECK120048871,YP_588449.2"	ECK120016922	ymiA	b4522	+	NA	ECK120048871	uncharacterized protein YmiA	NA	1335148	1335288	0	YP_588449.2
b4523	yciX	1335291	1335458	+	0	"b4523,ECK1270,G0-10513,yciX_2,yciX,ECK120016923"	"YciX,ECK120048872,YP_588450.2"	ECK120016923	yciX	b4523	+	NA	ECK120048872	uncharacterized protein YciX	NA	1335291	1335458	0	YP_588450.2
b4741	ymiC	1335572	1335667	+	0	"b4741,ECK4598,G0-16736,ymiC,ECK125276518"	"YmiC,ECK125276539"	ECK125276518	ymiC	b4741	+	NA	ECK125276539	protein YmiC	NA	1335572	1335667	0	NA
b1276	acnA	1335831	1338506	+	0	"acn,b1276,ECK1271,EG11325,acnA,ECK120001296"	"Acn,AcnA,ECK120005772,NP_415792.1"	ECK120001296	acnA	b1276	+	NA	ECK120005772	aconitate hydratase 1	NA	1335831	1338506	0	NP_415792.1
b1277	ribA	1338570	1339160	-	0	"b1277,ECK1272,EG11331,ribA,ECK120001302"	"GTP cyclohydrolase II,RibA,ECK120005778,NP_415793.1"	ECK120001302	ribA	b1277	-	NA	ECK120005778	GTP cyclohydrolase 2	NA	1338570	1339160	0	NP_415793.1
b1278	pgpB	1339330	1340094	+	0	"b1278,ECK1273,EG10705,pgpB,ECK120000697"	"PgpB,ECK120005173,NP_415794.1"	ECK120000697	pgpB	b1278	+	NA	ECK120005173	phosphatidylglycerophosphatase B	NA	1339330	1340094	0	NP_415794.1
b1279	lapA	1340243	1340551	+	0	"b1279,ECK1274,G6637,yciS,lapA,ECK120003232"	"LapA,YciS,ECK120007691,NP_415795.1"	ECK120003232	lapA	b1279	+	NA	ECK120007691	lipopolysaccharide assembly protein A	NA	1340243	1340551	0	NP_415795.1
b1280	lapB	1340558	1341727	+	0	"b1280,ECK1275,EG12691,yciM,lapB,ECK120002356"	"LapB,YciM,ECK120006831,NP_415796.1"	ECK120002356	lapB	b1280	+	NA	ECK120006831	lipopolysaccharide assembly protein B	NA	1340558	1341727	0	NP_415796.1
b1281	pyrF	1341921	1342658	+	0	"b1281,ECK1276,EG10809,pyrF,ECK120000800"	"PyrF,ECK120005276,NP_415797.1"	ECK120000800	pyrF	b1281	+	NA	ECK120005276	orotidine-5'-phosphate decarboxylase	NA	1341921	1342658	0	NP_415797.1
b1282	yciH	1342658	1342984	+	0	"b1282,ECK1277,EG11128,yciH,ECK120001112"	"YciH,ECK120005588,NP_415798.2"	ECK120001112	yciH	b1282	+	NA	ECK120005588	putative translation factor	NA	1342658	1342984	0	NP_415798.2
b1283	osmB	1343110	1343328	-	0	"b1283,ECK1278,EG10679,osmB,ECK120000672"	"OsmB,ECK120005148,NP_415799.1"	ECK120000672	osmB	b1283	-	NA	ECK120005148	osmotically-inducible lipoprotein OsmB	NA	1343110	1343328	0	NP_415799.1
b1284	yciT	1343597	1344346	-	0	"b1284,deoT,ECK1279,G6638,yciT,ECK120003233"	"DeoT,YciT,ECK120007692,NP_415800.1"	ECK120003233	yciT	b1284	-	NA	ECK120007692	putative DNA-binding transcriptional regulator YciT	NA	1343597	1344346	0	NP_415800.1
b4596	yciZ	1344436	1344609	-	0	"b4596,deoL,ECK4406,G0-10591,yciZ,ECK120030075"	"DeoL,YciZ,ECK120030102,YP_001165317.1"	ECK120030075	yciZ	b4596	-	NA	ECK120030102	UPF0509 protein YciZ	NA	1344436	1344609	0	YP_001165317.1
b4772	ymiD	1344647	1344775	+	0	"b4772,ECK4629,G0-17018,ymiD,ECK125286407"	"YmiD,ECK125286431"	ECK125286407	ymiD	b4772	+	NA	ECK125286431	protein YmiD	NA	1344647	1344775	0	NA
b1285	pdeR	1344757	1346742	-	0	"b1285,ECK1280,G6639,gmr,yciR,pdeR,ECK120003234"	"Gmr,PdeR,YciR,ECK120007693,NP_415801.1"	ECK120003234	pdeR	b1285	-	NA	ECK120007693	cyclic di-GMP phosphodiesterase PdeR	NA	1344757	1346742	0	NP_415801.1
b4672	ymiB	1346796	1346900	+	0	"b4672,ECK4487,G0-16673,ymiB,ECK125240986"	"YmiB,ECK125240993,YP_002791239.1"	ECK125240986	ymiB	b4672	+	NA	ECK125240993	putative protein YmiB	NA	1346796	1346900	0	YP_002791239.1
b1286	rnb	1346978	1348912	-	0	"b1286,ECK1281,EG11620,rnb,ECK120001568"	"exoribonuclease 2,exoribonuclease II,ribonuclease II,Rnb,ECK120006044,NP_415802.1"	ECK120001568	rnb	b1286	-	NA	ECK120006044	RNase II	NA	1346978	1348912	0	NP_415802.1
b1287	yciW	1348980	1350107	-	0	"b1287,ECK1282,G6640,yciW,ECK120003235"	"YciW,ECK120007694,NP_415803.2"	ECK120003235	yciW	b1287	-	NA	ECK120007694	putative oxidoreductase	NA	1348980	1350107	0	NP_415803.2
